Year,Period,Organisation Code,Organisation Name,Location ID,Location Name,Location Region,CQC Rating,Cancelled Elective Operations,Number Not Treated Within 28 Days,Admissions,% CanOps Val,% Not Treated 28 Days Val,% Cancelled Ops,% Cancelled Ops (n),% Not treated within 28 Days,Quartile,Trust Code,% National Average
2019,Q3,RFF,Barnsley Hospital NHS Foundation Trust ,RFFAA,Barnsley Hospital,Yorkshire and The Humber ,Good,57,3,6053,0.00942,0.05263,0.94%,0.94% (57),5.3%,Best Quartile,RFF,0.01584
2019,Q3,RFR,The Rotherham NHS Foundation Trust ,RFRPA,Rotherham General Hospital,Yorkshire and The Humber ,Requires improvement,92,0,6132,0.015,0,1.5%,1.5% (92),0.0%,Above Avg,RFR,0.01584
2019,Q3,RFS,Chesterfield Royal Hospital NHS Foundation Trust ,RFSDA,Chesterfield Royal Hospital,East Midlands ,Good,92,6,5151,0.01786,0.06522,1.79%,1.79% (92),6.5%,Above Avg,RFS,0.01584
2019,Q3,RGM,Royal Papworth Hospital NHS Foundation Trust ,RGMX1,Royal Papworth Hospital,East of England ,Outstanding,128,22,3350,0.03821,0.17188,3.82%,3.82% (128),17.2%,Worst Quartile,RGM,0.01584
2019,Q3,RGN,North West Anglia NHS Foundation Trust ,RGN49,Stamford & Rutland Hospital,East of England ,Requires improvement,227,28,10328,0.02198,0.12335,2.2%,2.2% (227),12.3%,Worst Quartile,RGN,0.01584
2019,Q3,RGN,North West Anglia NHS Foundation Trust ,RGN80,Peterborough City Hospital,East of England ,Requires improvement,227,28,10328,0.02198,0.12335,2.2%,2.2% (227),12.3%,Worst Quartile,RGN,0.01584
2019,Q3,RGN,North West Anglia NHS Foundation Trust ,RGN90,Hinchingbrooke Hospital,East of England ,Requires improvement,227,28,10328,0.02198,0.12335,2.2%,2.2% (227),12.3%,Worst Quartile,RGN,0.01584
2019,Q3,RGP,James Paget University Hospitals NHS Foundation Trust ,RGP75,James Paget Hospital,East of England ,Good,112,0,6270,0.01786,0,1.79%,1.79% (112),0.0%,Above Avg,RGP,0.01584
2019,Q3,RGR,West Suffolk NHS Foundation Trust ,RGR44,Newmarket Hospital,East of England ,Requires improvement,90,3,7622,0.01181,0.03333,1.18%,1.18% (90),3.3%,Below Avg,RGR,0.01584
2019,Q3,RGR,West Suffolk NHS Foundation Trust ,RGR50,West Suffolk Hospital,East of England ,Requires improvement,90,3,7622,0.01181,0.03333,1.18%,1.18% (90),3.3%,Below Avg,RGR,0.01584
2019,Q3,RGT,Cambridge University Hospitals NHS Foundation Trust ,RGT01,Addenbrooke's and The Rosie Hospitals,East of England ,Good,261,16,12088,0.02159,0.0613,2.16%,2.16% (261),6.1%,Worst Quartile,RGT,0.01584
2019,Q3,RH8,Royal Devon and Exeter NHS Foundation Trust ,RH801,Royal Devon & Exeter Hospital (Wonford),South West ,Good,174,26,10734,0.01621,0.14943,1.62%,1.62% (174),14.9%,Above Avg,RH8,0.01584
2019,Q3,RH8,Royal Devon and Exeter NHS Foundation Trust ,RH802,Royal Devon & Exeter Hospital (Heavitree),South West ,Good,174,26,10734,0.01621,0.14943,1.62%,1.62% (174),14.9%,Above Avg,RH8,0.01584
2019,Q3,RH8,Royal Devon and Exeter NHS Foundation Trust ,RH833,Okehampton Community Hospital,South West ,Good,174,26,10734,0.01621,0.14943,1.62%,1.62% (174),14.9%,Above Avg,RH8,0.01584
2019,Q3,RH8,Royal Devon and Exeter NHS Foundation Trust ,RH834,Ottery St Mary Hospital,South West ,Good,174,26,10734,0.01621,0.14943,1.62%,1.62% (174),14.9%,Above Avg,RH8,0.01584
2019,Q3,RH8,Royal Devon and Exeter NHS Foundation Trust ,RH836,Crediton Hospital,South West ,Good,174,26,10734,0.01621,0.14943,1.62%,1.62% (174),14.9%,Above Avg,RH8,0.01584
2019,Q3,RH8,Royal Devon and Exeter NHS Foundation Trust ,RH853,Tiverton District Hospital,South West ,Good,174,26,10734,0.01621,0.14943,1.62%,1.62% (174),14.9%,Above Avg,RH8,0.01584
2019,Q3,RH8,Royal Devon and Exeter NHS Foundation Trust ,RH854,Honiton Hospital,South West ,Good,174,26,10734,0.01621,0.14943,1.62%,1.62% (174),14.9%,Above Avg,RH8,0.01584
2019,Q3,RH8,Royal Devon and Exeter NHS Foundation Trust ,RH857,Axminster Hospital,South West ,Good,174,26,10734,0.01621,0.14943,1.62%,1.62% (174),14.9%,Above Avg,RH8,0.01584
2019,Q3,RH8,Royal Devon and Exeter NHS Foundation Trust ,RH858,Exmouth Hospital,South West ,Good,174,26,10734,0.01621,0.14943,1.62%,1.62% (174),14.9%,Above Avg,RH8,0.01584
2019,Q3,RH8,Royal Devon and Exeter NHS Foundation Trust ,RH859,Victoria Hospital Sidmouth,South West ,Good,174,26,10734,0.01621,0.14943,1.62%,1.62% (174),14.9%,Above Avg,RH8,0.01584
2019,Q3,RH8,Royal Devon and Exeter NHS Foundation Trust ,RH868,Mardon Neuro-Rehabilitation Centre,South West ,Good,174,26,10734,0.01621,0.14943,1.62%,1.62% (174),14.9%,Above Avg,RH8,0.01584
2019,Q3,RH8,Royal Devon and Exeter NHS Foundation Trust ,RH8A4,Seaton Community Hospital,South West ,Good,174,26,10734,0.01621,0.14943,1.62%,1.62% (174),14.9%,Above Avg,RH8,0.01584
2019,Q3,RH8,Royal Devon and Exeter NHS Foundation Trust ,RH8D6,Exeter Community Hospital,South West ,Good,174,26,10734,0.01621,0.14943,1.62%,1.62% (174),14.9%,Above Avg,RH8,0.01584
2019,Q3,RHM,University Hospital Southampton NHS Foundation Trust ,RHM01,Southampton General Hospital,South East ,Good,308,61,11466,0.02686,0.19805,2.69%,2.69% (308),19.8%,Worst Quartile,RHM,0.01584
2019,Q3,RHM,University Hospital Southampton NHS Foundation Trust ,RHM02,Royal South Hants Hospital,South East ,Good,308,61,11466,0.02686,0.19805,2.69%,2.69% (308),19.8%,Worst Quartile,RHM,0.01584
2019,Q3,RHM,University Hospital Southampton NHS Foundation Trust ,RHM04,Countess Mountbatten House,South East ,Good,308,61,11466,0.02686,0.19805,2.69%,2.69% (308),19.8%,Worst Quartile,RHM,0.01584
2019,Q3,RHM,University Hospital Southampton NHS Foundation Trust ,RHM12,Princess Ann Hospital,South East ,Good,308,61,11466,0.02686,0.19805,2.69%,2.69% (308),19.8%,Worst Quartile,RHM,0.01584
2019,Q3,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust ,RHQHH,Royal Hallamshire Hospital,Yorkshire and The Humber ,Good,298,7,27307,0.01091,0.02349,1.09%,1.09% (298),2.3%,Below Avg,RHQ,0.01584
2019,Q3,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust ,RHQNG,Northern General Hospital,Yorkshire and The Humber ,Good,298,7,27307,0.01091,0.02349,1.09%,1.09% (298),2.3%,Below Avg,RHQ,0.01584
2019,Q3,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust ,RHQWP,Weston Park Hospital,Yorkshire and The Humber ,Good,298,7,27307,0.01091,0.02349,1.09%,1.09% (298),2.3%,Below Avg,RHQ,0.01584
2019,Q3,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust ,RHQY3,Sheffield Dialysis Unit,Yorkshire and The Humber ,Good,298,7,27307,0.01091,0.02349,1.09%,1.09% (298),2.3%,Below Avg,RHQ,0.01584
2019,Q3,RHU,Portsmouth Hospitals NHS Trust ,RHU02,St Mary's Hospital,South East ,Good,142,0,9786,0.01451,0,1.45%,1.45% (142),0.0%,Above Avg,RHU,0.01584
2019,Q3,RHU,Portsmouth Hospitals NHS Trust ,RHU03,Queen Alexandra Hospital,South East ,Good,142,0,9786,0.01451,0,1.45%,1.45% (142),0.0%,Above Avg,RHU,0.01584
2019,Q3,RHU,Portsmouth Hospitals NHS Trust ,RHU04,Petersfield Hospital,South East ,Good,142,0,9786,0.01451,0,1.45%,1.45% (142),0.0%,Above Avg,RHU,0.01584
2019,Q3,RHU,Portsmouth Hospitals NHS Trust ,RHU10,Gosport War Memorial Hospital,South East ,Good,142,0,9786,0.01451,0,1.45%,1.45% (142),0.0%,Above Avg,RHU,0.01584
2019,Q3,RHW,Royal Berkshire NHS Foundation Trust ,RHW01,Royal Berkshire Hospital,South East ,Good,104,0,11109,0.00936,0,0.94%,0.94% (104),0.0%,Best Quartile,RHW,0.01584
2019,Q3,RHW,Royal Berkshire NHS Foundation Trust ,RHW03,"Prince Charles Eye Unit, King Edward VII Hospital",South East ,Good,104,0,11109,0.00936,0,0.94%,0.94% (104),0.0%,Best Quartile,RHW,0.01584
2019,Q3,RHW,Royal Berkshire NHS Foundation Trust ,RHW05,West Berkshire Community Hospital,South East ,Good,104,0,11109,0.00936,0,0.94%,0.94% (104),0.0%,Best Quartile,RHW,0.01584
2019,Q3,RJ1,Guy's and St Thomas' NHS Foundation Trust ,RJ121,Guy's Hospital,London ,Good,235,47,23132,0.01016,0.2,1.02%,1.02% (235),20%,Below Avg,RJ1,0.01584
2019,Q3,RJ1,Guy's and St Thomas' NHS Foundation Trust ,RJ122,St Thomas' Hospital,London ,Good,235,47,23132,0.01016,0.2,1.02%,1.02% (235),20%,Below Avg,RJ1,0.01584
2019,Q3,RJ2,Lewisham and Greenwich NHS Trust ,RJ224,University Hospital Lewisham,London ,Requires improvement,68,0,8511,0.00799,0,0.8%,0.8% (68),0.0%,Best Quartile,RJ2,0.01584
2019,Q3,RJ2,Lewisham and Greenwich NHS Trust ,RJ230,Queen Mary's Hospital,London ,Requires improvement,68,0,8511,0.00799,0,0.8%,0.8% (68),0.0%,Best Quartile,RJ2,0.01584
2019,Q3,RJ2,Lewisham and Greenwich NHS Trust ,RJ231,Queen Elizabeth Hospital,London ,Requires improvement,68,0,8511,0.00799,0,0.8%,0.8% (68),0.0%,Best Quartile,RJ2,0.01584
2019,Q3,RJ6,Croydon Health Services NHS Trust ,RJ611,Croydon University Hospital,London ,Requires improvement,80,20,6975,0.01147,0.25,1.15%,1.15% (80),25%,Below Avg,RJ6,0.01584
2019,Q3,RJ6,Croydon Health Services NHS Trust ,RJ613,Purley War Memorial Hospital,London ,Requires improvement,80,20,6975,0.01147,0.25,1.15%,1.15% (80),25%,Below Avg,RJ6,0.01584
2019,Q3,RJ7,St George's University Hospitals NHS Foundation Trust ,RJ701,St George's Hospital (Tooting),London ,Requires improvement,204,13,11575,0.01762,0.06373,1.76%,1.76% (204),6.4%,Above Avg,RJ7,0.01584
2019,Q3,RJ7,St George's University Hospitals NHS Foundation Trust ,RJ731,Queen Mary's Hospital,London ,Requires improvement,204,13,11575,0.01762,0.06373,1.76%,1.76% (204),6.4%,Above Avg,RJ7,0.01584
2019,Q3,RJC,South Warwickshire NHS Foundation Trust ,RJC02,Warwick Hospital,West Midlands ,Outstanding,32,0,5601,0.00571,0,0.57%,0.57% (32),0.0%,Best Quartile,RJC,0.01584
2019,Q3,RJC,South Warwickshire NHS Foundation Trust ,RJC03,Stratford Hospital,West Midlands ,Outstanding,32,0,5601,0.00571,0,0.57%,0.57% (32),0.0%,Best Quartile,RJC,0.01584
2019,Q3,RJC,South Warwickshire NHS Foundation Trust ,RJC04,Ellen Badger Hospital,West Midlands ,Outstanding,32,0,5601,0.00571,0,0.57%,0.57% (32),0.0%,Best Quartile,RJC,0.01584
2019,Q3,RJC,South Warwickshire NHS Foundation Trust ,RJC46,Royal Leamington Spa Rehabilitation Hospital,West Midlands ,Outstanding,32,0,5601,0.00571,0,0.57%,0.57% (32),0.0%,Best Quartile,RJC,0.01584
2019,Q3,RJE,University Hospitals of North Midlands NHS Trust ,RJE01,The Royal Stoke University Hospital,West Midlands ,Requires improvement,499,26,14978,0.03332,0.0521,3.33%,3.33% (499),5.2%,Worst Quartile,RJE,0.01584
2019,Q3,RJE,University Hospitals of North Midlands NHS Trust ,RJE08,Bradwell Hospital,West Midlands ,Requires improvement,499,26,14978,0.03332,0.0521,3.33%,3.33% (499),5.2%,Worst Quartile,RJE,0.01584
2019,Q3,RJE,University Hospitals of North Midlands NHS Trust ,RJE09,The County Hospital,West Midlands ,Requires improvement,499,26,14978,0.03332,0.0521,3.33%,3.33% (499),5.2%,Worst Quartile,RJE,0.01584
2019,Q3,RJE,University Hospitals of North Midlands NHS Trust ,RJE51,Cheadle Hospital,West Midlands ,Requires improvement,499,26,14978,0.03332,0.0521,3.33%,3.33% (499),5.2%,Worst Quartile,RJE,0.01584
2019,Q3,RJL,Northern Lincolnshire and Goole NHS Foundation Trust ,RJL30,Diana Princess of Wales Hospital,Yorkshire and The Humber ,Requires improvement,211,4,8445,0.02499,0.01896,2.5%,2.5% (211),1.9%,Worst Quartile,RJL,0.01584
2019,Q3,RJL,Northern Lincolnshire and Goole NHS Foundation Trust ,RJL31,Goole & District Hospital,Yorkshire and The Humber ,Requires improvement,211,4,8445,0.02499,0.01896,2.5%,2.5% (211),1.9%,Worst Quartile,RJL,0.01584
2019,Q3,RJL,Northern Lincolnshire and Goole NHS Foundation Trust ,RJL32,Scunthorpe General Hospital,Yorkshire and The Humber ,Requires improvement,211,4,8445,0.02499,0.01896,2.5%,2.5% (211),1.9%,Worst Quartile,RJL,0.01584
2019,Q3,RJN,East Cheshire NHS Trust ,RJN63,Congleton War Memorial Hospital,North West ,Good,56,0,3500,0.016,0,1.6%,1.6% (56),0.0%,Above Avg,RJN,0.01584
2019,Q3,RJN,East Cheshire NHS Trust ,RJN68,Knutsford and District Community Hospital,North West ,Good,56,0,3500,0.016,0,1.6%,1.6% (56),0.0%,Above Avg,RJN,0.01584
2019,Q3,RJN,East Cheshire NHS Trust ,RJN71,Macclesfield District General Hospital,North West ,Good,56,0,3500,0.016,0,1.6%,1.6% (56),0.0%,Above Avg,RJN,0.01584
2019,Q3,RJR,Countess of Chester Hospital NHS Foundation Trust ,RJR05,The Countess of Chester Hospital,North West ,Requires improvement,131,36,3803,0.03445,0.27481,3.44%,3.44% (131),27.5%,Worst Quartile,RJR,0.01584
2019,Q3,RJZ,King's College Hospital NHS Foundation Trust ,RJZ01,King's College Hospital,London ,Requires improvement,253,56,18655,0.01356,0.22134,1.36%,1.36% (253),22.1%,Below Avg,RJZ,0.01584
2019,Q3,RJZ,King's College Hospital NHS Foundation Trust ,RJZ30,Princess Royal University Hospital,London ,Requires improvement,253,56,18655,0.01356,0.22134,1.36%,1.36% (253),22.1%,Below Avg,RJZ,0.01584
2019,Q3,RJZ,King's College Hospital NHS Foundation Trust ,RJZ50,King's @ Woolwich,London ,Requires improvement,253,56,18655,0.01356,0.22134,1.36%,1.36% (253),22.1%,Below Avg,RJZ,0.01584
2019,Q3,RJZ,King's College Hospital NHS Foundation Trust ,RJZ70,Orpington Hospital,London ,Requires improvement,253,56,18655,0.01356,0.22134,1.36%,1.36% (253),22.1%,Below Avg,RJZ,0.01584
2019,Q3,RK5,Sherwood Forest Hospitals NHS Foundation Trust ,RK5BC,Kings Mill Hospital,East Midlands ,Good,43,1,8573,0.00502,0.02326,0.5%,0.5% (43),2.3%,Best Quartile,RK5,0.01584
2019,Q3,RK5,Sherwood Forest Hospitals NHS Foundation Trust ,RK5HP,Newark Hospital,East Midlands ,Good,43,1,8573,0.00502,0.02326,0.5%,0.5% (43),2.3%,Best Quartile,RK5,0.01584
2019,Q3,RK9,University Hospitals Plymouth NHS Trust ,RK901,Mount Gould Hospital,South West ,Requires improvement,527,93,12264,0.04297,0.17647,4.3%,4.3% (527),17.6%,Worst Quartile,RK9,0.01584
2019,Q3,RK9,University Hospitals Plymouth NHS Trust ,RK922,Tavistock Hospital,South West ,Requires improvement,527,93,12264,0.04297,0.17647,4.3%,4.3% (527),17.6%,Worst Quartile,RK9,0.01584
2019,Q3,RK9,University Hospitals Plymouth NHS Trust ,RK935,South Hams Hospital (Kingsbridge Hospital),South West ,Requires improvement,527,93,12264,0.04297,0.17647,4.3%,4.3% (527),17.6%,Worst Quartile,RK9,0.01584
2019,Q3,RK9,University Hospitals Plymouth NHS Trust ,RK950,Derriford Hospital,South West ,Requires improvement,527,93,12264,0.04297,0.17647,4.3%,4.3% (527),17.6%,Worst Quartile,RK9,0.01584
2019,Q3,RKB,University Hospitals Coventry and Warwickshire NHS Trust ,RKB01,University Hospital,West Midlands ,Requires improvement,193,17,15016,0.01285,0.08808,1.29%,1.29% (193),8.8%,Below Avg,RKB,0.01584
2019,Q3,RKB,University Hospitals Coventry and Warwickshire NHS Trust ,RKB03,Hospital of St Cross,West Midlands ,Requires improvement,193,17,15016,0.01285,0.08808,1.29%,1.29% (193),8.8%,Below Avg,RKB,0.01584
2019,Q3,RKE,Whittington Health NHS Trust ,RKEQ4,The Whittington Hospital,London ,Good,19,0,4071,0.00467,0,0.47%,0.47% (19),0.0%,Best Quartile,RKE,0.01584
2019,Q3,RL1,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust ,RL131,The Robert Jones & Agnes Hunt Hospital,West Midlands ,Good,50,0,1928,0.02593,0,2.59%,2.59% (50),0.0%,Worst Quartile,RL1,0.01584
2019,Q3,RL4,The Royal Wolverhampton NHS Trust ,RL402,The Phoenix Walk in Centre,West Midlands ,Good,105,0,10319,0.01018,0,1.02%,1.02% (105),0.0%,Below Avg,RL4,0.01584
2019,Q3,RL4,The Royal Wolverhampton NHS Trust ,RL403,New Cross Hospital,West Midlands ,Good,105,0,10319,0.01018,0,1.02%,1.02% (105),0.0%,Below Avg,RL4,0.01584
2019,Q3,RL4,The Royal Wolverhampton NHS Trust ,RL4TC,Cannock Chase Hospital,West Midlands ,Good,105,0,10319,0.01018,0,1.02%,1.02% (105),0.0%,Below Avg,RL4,0.01584
2019,Q3,RLQ,Wye Valley NHS Trust ,RLQ01,Hereford Hospital,West Midlands ,Requires improvement,243,23,4294,0.05659,0.09465,5.66%,5.66% (243),9.5%,Worst Quartile,RLQ,0.01584
2019,Q3,RLQ,Wye Valley NHS Trust ,RLQ03,Bromyard Community Hospital,West Midlands ,Requires improvement,243,23,4294,0.05659,0.09465,5.66%,5.66% (243),9.5%,Worst Quartile,RLQ,0.01584
2019,Q3,RLQ,Wye Valley NHS Trust ,RLQ06,Leominster Community Hospital,West Midlands ,Requires improvement,243,23,4294,0.05659,0.09465,5.66%,5.66% (243),9.5%,Worst Quartile,RLQ,0.01584
2019,Q3,RLQ,Wye Valley NHS Trust ,RLQ08,Ross Community Hospital,West Midlands ,Requires improvement,243,23,4294,0.05659,0.09465,5.66%,5.66% (243),9.5%,Worst Quartile,RLQ,0.01584
2019,Q3,RLT,George Eliot Hospital NHS Trust ,RLT01,George Eliot NHS Hospital,West Midlands ,Requires improvement,104,25,4515,0.02303,0.24038,2.3%,2.3% (104),24%,Worst Quartile,RLT,0.01584
2019,Q3,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust ,RM102,Norfolk and Norwich University Hospital,East of England ,Requires improvement,470,114,17854,0.02632,0.24255,2.63%,2.63% (470),24.3%,Worst Quartile,RM1,0.01584
2019,Q3,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust ,RM131,Cromer Hospital,East of England ,Requires improvement,470,114,17854,0.02632,0.24255,2.63%,2.63% (470),24.3%,Worst Quartile,RM1,0.01584
2019,Q3,RM3,Salford Royal NHS Foundation Trust ,RM301,Salford Royal Hospital,North West ,Outstanding,195,12,9464,0.0206,0.06154,2.06%,2.06% (195),6.2%,Above Avg,RM3,0.01584
2019,Q3,RM3,Salford Royal NHS Foundation Trust ,RM362,Wigan Renal Satellite Unit,North West ,Outstanding,195,12,9464,0.0206,0.06154,2.06%,2.06% (195),6.2%,Above Avg,RM3,0.01584
2019,Q3,RM3,Salford Royal NHS Foundation Trust ,RM3X1,The Maples,North West ,Outstanding,195,12,9464,0.0206,0.06154,2.06%,2.06% (195),6.2%,Above Avg,RM3,0.01584
2019,Q3,RM3,Salford Royal NHS Foundation Trust ,RM3X2,Bolton Renal Satellite Unit,North West ,Outstanding,195,12,9464,0.0206,0.06154,2.06%,2.06% (195),6.2%,Above Avg,RM3,0.01584
2019,Q3,RM3,Salford Royal NHS Foundation Trust ,RM3X7,Heartly Green,North West ,Outstanding,195,12,9464,0.0206,0.06154,2.06%,2.06% (195),6.2%,Above Avg,RM3,0.01584
2019,Q3,RMC,Bolton NHS Foundation Trust ,RMC01,Royal Bolton Hospital,North West ,Good,189,44,5789,0.03265,0.2328,3.26%,3.26% (189),23.3%,Worst Quartile,RMC,0.01584
2019,Q3,RMC,Bolton NHS Foundation Trust ,RMC98,Bolton One,North West ,Good,189,44,5789,0.03265,0.2328,3.26%,3.26% (189),23.3%,Worst Quartile,RMC,0.01584
2019,Q3,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust ,RMP01,Tameside General Hospital,North West ,Good,88,0,4314,0.0204,0,2.04%,2.04% (88),0.0%,Above Avg,RMP,0.01584
2019,Q3,RN3,Great Western Hospitals NHS Foundation Trust ,RN325,Great Western Hospital,South West ,Requires improvement,113,1,3467,0.03259,0.00885,3.26%,3.26% (113),0.9%,Worst Quartile,RN3,0.01584
2019,Q3,RN5,Hampshire Hospitals NHS Foundation Trust ,RN506,Basingstoke and North Hampshire Hospital,South East ,Requires improvement,87,12,10043,0.00866,0.13793,0.87%,0.87% (87),13.8%,Best Quartile,RN5,0.01584
2019,Q3,RN5,Hampshire Hospitals NHS Foundation Trust ,RN541,Royal Hampshire County Hospital,South East ,Requires improvement,87,12,10043,0.00866,0.13793,0.87%,0.87% (87),13.8%,Best Quartile,RN5,0.01584
2019,Q3,RN5,Hampshire Hospitals NHS Foundation Trust ,RN542,Andover War Memorial Hospital,South East ,Requires improvement,87,12,10043,0.00866,0.13793,0.87%,0.87% (87),13.8%,Best Quartile,RN5,0.01584
2019,Q3,RN7,Dartford and Gravesham NHS Trust ,RN707,Darent Valley Hospital,South East ,Good,93,3,6697,0.01389,0.03226,1.39%,1.39% (93),3.2%,Below Avg,RN7,0.01584
2019,Q3,RN7,Dartford and Gravesham NHS Trust ,RN7EC,Elm Court Ward,South East ,Good,93,3,6697,0.01389,0.03226,1.39%,1.39% (93),3.2%,Below Avg,RN7,0.01584
2019,Q3,RN7,Dartford and Gravesham NHS Trust ,RN7ED,Erith & District Hospital,South East ,Good,93,3,6697,0.01389,0.03226,1.39%,1.39% (93),3.2%,Below Avg,RN7,0.01584
2019,Q3,RNA,The Dudley Group NHS Foundation Trust ,RNA01,Russells Hall Hospital,West Midlands ,Requires improvement,133,0,10101,0.01317,0,1.32%,1.32% (133),0.0%,Below Avg,RNA,0.01584
2019,Q3,RNA,The Dudley Group NHS Foundation Trust ,RNA04,Corbett Hospital,West Midlands ,Requires improvement,133,0,10101,0.01317,0,1.32%,1.32% (133),0.0%,Below Avg,RNA,0.01584
2019,Q3,RNN,North Cumbria Integrated Care NHS Foundation Trust ,RNN42,Workington Community Hospital,North West ,Requires improvement,221,50,7856,0.02813,0.22624,2.81%,2.81% (221),22.6%,Worst Quartile,RNN,0.01584
2019,Q3,RNN,North Cumbria Integrated Care NHS Foundation Trust ,RNNBF,Brampton War Memorial Hospital,North West ,Requires improvement,221,50,7856,0.02813,0.22624,2.81%,2.81% (221),22.6%,Worst Quartile,RNN,0.01584
2019,Q3,RNN,North Cumbria Integrated Care NHS Foundation Trust ,RNNCA,Victoria Cottage Hospital,North West ,Requires improvement,221,50,7856,0.02813,0.22624,2.81%,2.81% (221),22.6%,Worst Quartile,RNN,0.01584
2019,Q3,RNN,North Cumbria Integrated Care NHS Foundation Trust ,RNNCB,Cockermouth Hospital,North West ,Requires improvement,221,50,7856,0.02813,0.22624,2.81%,2.81% (221),22.6%,Worst Quartile,RNN,0.01584
2019,Q3,RNN,North Cumbria Integrated Care NHS Foundation Trust ,RNNCJ,Mary Hewetson Cottage Hospital,North West ,Requires improvement,221,50,7856,0.02813,0.22624,2.81%,2.81% (221),22.6%,Worst Quartile,RNN,0.01584
2019,Q3,RNN,North Cumbria Integrated Care NHS Foundation Trust ,RNNCL,The Copeland Unit,North West ,Requires improvement,221,50,7856,0.02813,0.22624,2.81%,2.81% (221),22.6%,Worst Quartile,RNN,0.01584
2019,Q3,RNN,North Cumbria Integrated Care NHS Foundation Trust ,RNNRJ,Ruth Lancaster James Community Hospital,North West ,Requires improvement,221,50,7856,0.02813,0.22624,2.81%,2.81% (221),22.6%,Worst Quartile,RNN,0.01584
2019,Q3,RNN,North Cumbria Integrated Care NHS Foundation Trust ,RNNWT,Wigton Community Hospital,North West ,Requires improvement,221,50,7856,0.02813,0.22624,2.81%,2.81% (221),22.6%,Worst Quartile,RNN,0.01584
2019,Q3,RNN,North Cumbria Integrated Care NHS Foundation Trust ,RNNX1,Cumberland Infirmary,North West ,Requires improvement,221,50,7856,0.02813,0.22624,2.81%,2.81% (221),22.6%,Worst Quartile,RNN,0.01584
2019,Q3,RNQ,Kettering General Hospital NHS Foundation Trust ,RNQ51,Kettering General Hospital,East Midlands ,Requires improvement,51,0,8984,0.00568,0,0.57%,0.57% (51),0.0%,Best Quartile,RNQ,0.01584
2019,Q3,RNS,Northampton General Hospital NHS Trust ,RNS01,Northampton General Hospital,East Midlands ,Requires improvement,137,9,8716,0.01572,0.06569,1.57%,1.57% (137),6.6%,Above Avg,RNS,0.01584
2019,Q3,RNZ,Salisbury NHS Foundation Trust ,RNZ02,Salisbury District Hospital,South West ,Good,85,0,6935,0.01226,0,1.23%,1.23% (85),0.0%,Below Avg,RNZ,0.01584
2019,Q3,RP4,Great Ormond Street Hospital for Children NHS Foundation Trust ,RP401,Great Ormond Street Hospital,London ,Good,104,9,2353,0.0442,0.08654,4.42%,4.42% (104),8.7%,Worst Quartile,RP4,0.01584
2019,Q3,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust ,RP5BA,Bassetlaw District General Hospital,Yorkshire and The Humber ,Requires improvement,218,1,9111,0.02393,0.00459,2.39%,2.39% (218),0.5%,Worst Quartile,RP5,0.01584
2019,Q3,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust ,RP5DR,Doncaster Royal Infirmary,Yorkshire and The Humber ,Requires improvement,218,1,9111,0.02393,0.00459,2.39%,2.39% (218),0.5%,Worst Quartile,RP5,0.01584
2019,Q3,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust ,RP5MM,"Montagu Hospital, Mexborough",Yorkshire and The Humber ,Requires improvement,218,1,9111,0.02393,0.00459,2.39%,2.39% (218),0.5%,Worst Quartile,RP5,0.01584
2019,Q3,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust ,RP5RE,Retford Hospital,Yorkshire and The Humber ,Requires improvement,218,1,9111,0.02393,0.00459,2.39%,2.39% (218),0.5%,Worst Quartile,RP5,0.01584
2019,Q3,RP6,Moorfields Eye Hospital NHS Foundation Trust ,RP601,Moorfields Eye Hospital,London ,Good,68,6,9000,0.00756,0.08824,0.76%,0.76% (68),8.8%,Best Quartile,RP6,0.01584
2019,Q3,RP6,Moorfields Eye Hospital NHS Foundation Trust ,RP603,Moorfields at St Ann's,London ,Good,68,6,9000,0.00756,0.08824,0.76%,0.76% (68),8.8%,Best Quartile,RP6,0.01584
2019,Q3,RP6,Moorfields Eye Hospital NHS Foundation Trust ,RP604,Moorfields at St George's,London ,Good,68,6,9000,0.00756,0.08824,0.76%,0.76% (68),8.8%,Best Quartile,RP6,0.01584
2019,Q3,RP6,Moorfields Eye Hospital NHS Foundation Trust ,RP605,Moorfields at Potters Bar,London ,Good,68,6,9000,0.00756,0.08824,0.76%,0.76% (68),8.8%,Best Quartile,RP6,0.01584
2019,Q3,RP6,Moorfields Eye Hospital NHS Foundation Trust ,RP606,Moorfields at Northwick Park,London ,Good,68,6,9000,0.00756,0.08824,0.76%,0.76% (68),8.8%,Best Quartile,RP6,0.01584
