YearMonth,Rolling_Data_Month,Region Code,Data Type,Location ID,Location Name,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total NonAdmitted,95th percentile waiting time (in weeks)
201910,Current Month,Y58,NHS,RH8A4,Seaton Community Hospital ,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,X01,Other,1177,18.2
201910,Current Month,Y58,NHS,RH8D6,Exeter Community Hospital ,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,C_100,General Surgery,226,34.7
201910,Current Month,Y58,NHS,RH8D6,Exeter Community Hospital ,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,C_101,Urology,152,33.8
201910,Current Month,Y58,NHS,RH8D6,Exeter Community Hospital ,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,376,31.6
201910,Current Month,Y58,NHS,RH8D6,Exeter Community Hospital ,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",587,23.4
201910,Current Month,Y58,NHS,RH8D6,Exeter Community Hospital ,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,C_130,Ophthalmology,882,23.7
201910,Current Month,Y58,NHS,RH8D6,Exeter Community Hospital ,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,C_140,Oral Surgery,368,25.7
201910,Current Month,Y58,NHS,RH8D6,Exeter Community Hospital ,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,C_160,Plastic Surgery,151,23.5
201910,Current Month,Y58,NHS,RH8D6,Exeter Community Hospital ,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,C_301,Gastroenterology,179,35
201910,Current Month,Y58,NHS,RH8D6,Exeter Community Hospital ,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,C_320,Cardiology,88,45.6
201910,Current Month,Y58,NHS,RH8D6,Exeter Community Hospital ,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,C_330,Dermatology,573,17.5
201910,Current Month,Y58,NHS,RH8D6,Exeter Community Hospital ,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,C_340,Thoracic Medicine,126,24.4
201910,Current Month,Y58,NHS,RH8D6,Exeter Community Hospital ,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,C_400,Neurology,226,33.7
201910,Current Month,Y58,NHS,RH8D6,Exeter Community Hospital ,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,C_410,Rheumatology,167,10.9
201910,Current Month,Y58,NHS,RH8D6,Exeter Community Hospital ,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,C_430,Geriatric Medicine,199,12.8
201910,Current Month,Y58,NHS,RH8D6,Exeter Community Hospital ,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,C_502,Gynaecology,436,16.3
201910,Current Month,Y58,NHS,RH8D6,Exeter Community Hospital ,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,C_999,Total,5930,24
201910,Current Month,Y58,NHS,RH8D6,Exeter Community Hospital ,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,X01,Other,1177,18.2
201910,Current Month,Y58,NHS,RJ803,Edward Hain Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_999,Total,403,13.1
201910,Current Month,Y58,NHS,RJ803,Edward Hain Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,X01,Other,403,13.1
201910,Current Month,Y58,NHS,RJ805,Helston Community Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_999,Total,403,13.1
201910,Current Month,Y58,NHS,RJ805,Helston Community Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,X01,Other,403,13.1
201910,Current Month,Y58,NHS,RJ807,Newquay Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_999,Total,403,13.1
201910,Current Month,Y58,NHS,RJ807,Newquay Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,X01,Other,403,13.1
201910,Current Month,Y58,NHS,RJ817,Camborne and Redruth Community Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_999,Total,403,13.1
201910,Current Month,Y58,NHS,RJ817,Camborne and Redruth Community Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,X01,Other,403,13.1
201910,Current Month,Y58,NHS,RJ842,Falmouth Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_999,Total,403,13.1
201910,Current Month,Y58,NHS,RJ842,Falmouth Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,X01,Other,403,13.1
201910,Current Month,Y58,NHS,RJ867,Stratton Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_999,Total,403,13.1
201910,Current Month,Y58,NHS,RJ867,Stratton Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,X01,Other,403,13.1
201910,Current Month,Y58,NHS,RJ870,Launceston Community Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_999,Total,403,13.1
201910,Current Month,Y58,NHS,RJ870,Launceston Community Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,X01,Other,403,13.1
201910,Current Month,Y58,NHS,RJ8A3,Liskeard Community Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_999,Total,403,13.1
201910,Current Month,Y58,NHS,RJ8A3,Liskeard Community Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,X01,Other,403,13.1
201910,Current Month,Y58,NHS,RJ8A4,St Barnabas Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_999,Total,403,13.1
201910,Current Month,Y58,NHS,RJ8A4,St Barnabas Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,X01,Other,403,13.1
201910,Current Month,Y58,NHS,RJ8Y2,St Austell Community Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_999,Total,403,13.1
201910,Current Month,Y58,NHS,RJ8Y2,St Austell Community Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,X01,Other,403,13.1
201910,Current Month,Y58,NHS,RJ8Y4,St Mary’s Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_999,Total,403,13.1
201910,Current Month,Y58,NHS,RJ8Y4,St Mary’s Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,X01,Other,403,13.1
201910,Current Month,Y58,NHS,RJ8Y5,Accident and Emergency Department ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_999,Total,403,13.1
201910,Current Month,Y58,NHS,RJ8Y5,Accident and Emergency Department ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,X01,Other,403,13.1
201910,Current Month,Y58,NHS,RK901,Mount Gould Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_101,Urology,379,33
201910,Current Month,Y58,NHS,RK901,Mount Gould Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_110,Trauma & Orthopaedics,439,40.7
201910,Current Month,Y58,NHS,RK901,Mount Gould Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_120,"Ear, Nose & Throat (ENT)",655,20.5
201910,Current Month,Y58,NHS,RK901,Mount Gould Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_130,Ophthalmology,853,22
201910,Current Month,Y58,NHS,RK901,Mount Gould Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_150,Neurosurgery,193,49.4
201910,Current Month,Y58,NHS,RK901,Mount Gould Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_160,Plastic Surgery,317,13.5
201910,Current Month,Y58,NHS,RK901,Mount Gould Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_170,Cardiothoracic Surgery,35,30.4
201910,Current Month,Y58,NHS,RK901,Mount Gould Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_300,General Medicine,21,16
201910,Current Month,Y58,NHS,RK901,Mount Gould Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_301,Gastroenterology,143,43.9
201910,Current Month,Y58,NHS,RK901,Mount Gould Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_320,Cardiology,206,43.7
201910,Current Month,Y58,NHS,RK901,Mount Gould Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_330,Dermatology,722,17.1
201910,Current Month,Y58,NHS,RK901,Mount Gould Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_340,Thoracic Medicine,182,44.8
201910,Current Month,Y58,NHS,RK901,Mount Gould Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_400,Neurology,326,30.2
201910,Current Month,Y58,NHS,RK901,Mount Gould Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_410,Rheumatology,114,31.2
201910,Current Month,Y58,NHS,RK901,Mount Gould Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_502,Gynaecology,555,15.7
201910,Current Month,Y58,NHS,RK901,Mount Gould Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_999,Total,7927,30.2
201910,Current Month,Y58,NHS,RK901,Mount Gould Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,X01,Other,2768,26.2
201910,Current Month,Y58,NHS,RK922,Tavistock Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_101,Urology,379,33
201910,Current Month,Y58,NHS,RK922,Tavistock Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_110,Trauma & Orthopaedics,439,40.7
201910,Current Month,Y58,NHS,RK922,Tavistock Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_120,"Ear, Nose & Throat (ENT)",655,20.5
201910,Current Month,Y58,NHS,RK922,Tavistock Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_130,Ophthalmology,853,22
201910,Current Month,Y58,NHS,RK922,Tavistock Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_150,Neurosurgery,193,49.4
201910,Current Month,Y58,NHS,RK922,Tavistock Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_160,Plastic Surgery,317,13.5
201910,Current Month,Y58,NHS,RK922,Tavistock Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_170,Cardiothoracic Surgery,35,30.4
201910,Current Month,Y58,NHS,RK922,Tavistock Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_300,General Medicine,21,16
201910,Current Month,Y58,NHS,RK922,Tavistock Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_301,Gastroenterology,143,43.9
201910,Current Month,Y58,NHS,RK922,Tavistock Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_320,Cardiology,206,43.7
201910,Current Month,Y58,NHS,RK922,Tavistock Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_330,Dermatology,722,17.1
201910,Current Month,Y58,NHS,RK922,Tavistock Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_340,Thoracic Medicine,182,44.8
201910,Current Month,Y58,NHS,RK922,Tavistock Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_400,Neurology,326,30.2
201910,Current Month,Y58,NHS,RK922,Tavistock Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_410,Rheumatology,114,31.2
201910,Current Month,Y58,NHS,RK922,Tavistock Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_502,Gynaecology,555,15.7
201910,Current Month,Y58,NHS,RK922,Tavistock Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_999,Total,7927,30.2
201910,Current Month,Y58,NHS,RK922,Tavistock Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,X01,Other,2768,26.2
201910,Current Month,Y58,NHS,RK935,South Hams Hospital (Kingsbridge Hospital) ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_101,Urology,379,33
201910,Current Month,Y58,NHS,RK935,South Hams Hospital (Kingsbridge Hospital) ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_110,Trauma & Orthopaedics,439,40.7
201910,Current Month,Y58,NHS,RK935,South Hams Hospital (Kingsbridge Hospital) ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_120,"Ear, Nose & Throat (ENT)",655,20.5
201910,Current Month,Y58,NHS,RK935,South Hams Hospital (Kingsbridge Hospital) ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_130,Ophthalmology,853,22
201910,Current Month,Y58,NHS,RK935,South Hams Hospital (Kingsbridge Hospital) ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_150,Neurosurgery,193,49.4
201910,Current Month,Y58,NHS,RK935,South Hams Hospital (Kingsbridge Hospital) ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_160,Plastic Surgery,317,13.5
201910,Current Month,Y58,NHS,RK935,South Hams Hospital (Kingsbridge Hospital) ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_170,Cardiothoracic Surgery,35,30.4
201910,Current Month,Y58,NHS,RK935,South Hams Hospital (Kingsbridge Hospital) ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_300,General Medicine,21,16
201910,Current Month,Y58,NHS,RK935,South Hams Hospital (Kingsbridge Hospital) ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_301,Gastroenterology,143,43.9
201910,Current Month,Y58,NHS,RK935,South Hams Hospital (Kingsbridge Hospital) ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_320,Cardiology,206,43.7
201910,Current Month,Y58,NHS,RK935,South Hams Hospital (Kingsbridge Hospital) ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_330,Dermatology,722,17.1
201910,Current Month,Y58,NHS,RK935,South Hams Hospital (Kingsbridge Hospital) ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_340,Thoracic Medicine,182,44.8
201910,Current Month,Y58,NHS,RK935,South Hams Hospital (Kingsbridge Hospital) ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_400,Neurology,326,30.2
201910,Current Month,Y58,NHS,RK935,South Hams Hospital (Kingsbridge Hospital) ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_410,Rheumatology,114,31.2
201910,Current Month,Y58,NHS,RK935,South Hams Hospital (Kingsbridge Hospital) ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_502,Gynaecology,555,15.7
201910,Current Month,Y58,NHS,RK935,South Hams Hospital (Kingsbridge Hospital) ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_999,Total,7927,30.2
201910,Current Month,Y58,NHS,RK935,South Hams Hospital (Kingsbridge Hospital) ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,X01,Other,2768,26.2
201910,Current Month,Y58,NHS,RK950,Derriford Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_101,Urology,379,33
201910,Current Month,Y58,NHS,RK950,Derriford Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_110,Trauma & Orthopaedics,439,40.7
201910,Current Month,Y58,NHS,RK950,Derriford Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_120,"Ear, Nose & Throat (ENT)",655,20.5
201910,Current Month,Y58,NHS,RK950,Derriford Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_130,Ophthalmology,853,22
201910,Current Month,Y58,NHS,RK950,Derriford Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_150,Neurosurgery,193,49.4
201910,Current Month,Y58,NHS,RK950,Derriford Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_160,Plastic Surgery,317,13.5
201910,Current Month,Y58,NHS,RK950,Derriford Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_170,Cardiothoracic Surgery,35,30.4
201910,Current Month,Y58,NHS,RK950,Derriford Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_300,General Medicine,21,16
201910,Current Month,Y58,NHS,RK950,Derriford Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_301,Gastroenterology,143,43.9
201910,Current Month,Y58,NHS,RK950,Derriford Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_320,Cardiology,206,43.7
201910,Current Month,Y58,NHS,RK950,Derriford Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_330,Dermatology,722,17.1
201910,Current Month,Y58,NHS,RK950,Derriford Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_340,Thoracic Medicine,182,44.8
201910,Current Month,Y58,NHS,RK950,Derriford Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_400,Neurology,326,30.2
201910,Current Month,Y58,NHS,RK950,Derriford Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_410,Rheumatology,114,31.2
201910,Current Month,Y58,NHS,RK950,Derriford Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_502,Gynaecology,555,15.7
201910,Current Month,Y58,NHS,RK950,Derriford Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_999,Total,7927,30.2
201910,Current Month,Y58,NHS,RK950,Derriford Hospital ,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,X01,Other,2768,26.2
201910,Current Month,Y58,NHS,RN325,Great Western Hospital ,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery,328,15.2
201910,Current Month,Y58,NHS,RN325,Great Western Hospital ,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_101,Urology,160,20.3
201910,Current Month,Y58,NHS,RN325,Great Western Hospital ,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,248,25.3
201910,Current Month,Y58,NHS,RN325,Great Western Hospital ,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",498,29.1
201910,Current Month,Y58,NHS,RN325,Great Western Hospital ,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology,625,17.8
201910,Current Month,Y58,NHS,RN325,Great Western Hospital ,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery,381,30.3
201910,Current Month,Y58,NHS,RN325,Great Western Hospital ,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_160,Plastic Surgery,35,23.3
201910,Current Month,Y58,NHS,RN325,Great Western Hospital ,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_301,Gastroenterology,40,19
201910,Current Month,Y58,NHS,RN325,Great Western Hospital ,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_320,Cardiology,280,24
201910,Current Month,Y58,NHS,RN325,Great Western Hospital ,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_330,Dermatology,456,32.2
201910,Current Month,Y58,NHS,RN325,Great Western Hospital ,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_340,Thoracic Medicine,247,29.3
201910,Current Month,Y58,NHS,RN325,Great Western Hospital ,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_400,Neurology,174,24.2
201910,Current Month,Y58,NHS,RN325,Great Western Hospital ,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_410,Rheumatology,179,29.1
201910,Current Month,Y58,NHS,RN325,Great Western Hospital ,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_430,Geriatric Medicine,57,15.1
201910,Current Month,Y58,NHS,RN325,Great Western Hospital ,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_502,Gynaecology,235,23.9
201910,Current Month,Y58,NHS,RN325,Great Western Hospital ,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_999,Total,4581,27.2
201910,Current Month,Y58,NHS,RN325,Great Western Hospital ,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,X01,Other,638,32.8
201910,Current Month,Y58,NHS,RNZ02,Salisbury District Hospital ,RNZ,SALISBURY NHS FOUNDATION TRUST,C_100,General Surgery,60,34
201910,Current Month,Y58,NHS,RNZ02,Salisbury District Hospital ,RNZ,SALISBURY NHS FOUNDATION TRUST,C_101,Urology,209,34.1
201910,Current Month,Y58,NHS,RNZ02,Salisbury District Hospital ,RNZ,SALISBURY NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,169,23.8
201910,Current Month,Y58,NHS,RNZ02,Salisbury District Hospital ,RNZ,SALISBURY NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",264,27.8
201910,Current Month,Y58,NHS,RNZ02,Salisbury District Hospital ,RNZ,SALISBURY NHS FOUNDATION TRUST,C_130,Ophthalmology,500,23.7
201910,Current Month,Y58,NHS,RNZ02,Salisbury District Hospital ,RNZ,SALISBURY NHS FOUNDATION TRUST,C_140,Oral Surgery,299,22
201910,Current Month,Y58,NHS,RNZ02,Salisbury District Hospital ,RNZ,SALISBURY NHS FOUNDATION TRUST,C_160,Plastic Surgery,204,19.9
201910,Current Month,Y58,NHS,RNZ02,Salisbury District Hospital ,RNZ,SALISBURY NHS FOUNDATION TRUST,C_301,Gastroenterology,98,27.1
201910,Current Month,Y58,NHS,RNZ02,Salisbury District Hospital ,RNZ,SALISBURY NHS FOUNDATION TRUST,C_320,Cardiology,165,15.9
201910,Current Month,Y58,NHS,RNZ02,Salisbury District Hospital ,RNZ,SALISBURY NHS FOUNDATION TRUST,C_330,Dermatology,94,34.9
201910,Current Month,Y58,NHS,RNZ02,Salisbury District Hospital ,RNZ,SALISBURY NHS FOUNDATION TRUST,C_340,Thoracic Medicine,89,26.1
201910,Current Month,Y58,NHS,RNZ02,Salisbury District Hospital ,RNZ,SALISBURY NHS FOUNDATION TRUST,C_410,Rheumatology,108,18.6
201910,Current Month,Y58,NHS,RNZ02,Salisbury District Hospital ,RNZ,SALISBURY NHS FOUNDATION TRUST,C_430,Geriatric Medicine,39,20.8
201910,Current Month,Y58,NHS,RNZ02,Salisbury District Hospital ,RNZ,SALISBURY NHS FOUNDATION TRUST,C_502,Gynaecology,280,19
201910,Current Month,Y58,NHS,RNZ02,Salisbury District Hospital ,RNZ,SALISBURY NHS FOUNDATION TRUST,C_999,Total,3667,23.5
201910,Current Month,Y58,NHS,RNZ02,Salisbury District Hospital ,RNZ,SALISBURY NHS FOUNDATION TRUST,X01,Other,1080,19.6
201910,Current Month,Y58,NHS,RTE01,Cheltenham General Hospital ,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_101,Urology,234,24.7
201910,Current Month,Y58,NHS,RTE01,Cheltenham General Hospital ,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,349,45.9
201910,Current Month,Y58,NHS,RTE01,Cheltenham General Hospital ,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",755,43.8
201910,Current Month,Y58,NHS,RTE01,Cheltenham General Hospital ,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology,797,27.7
201910,Current Month,Y58,NHS,RTE01,Cheltenham General Hospital ,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery,384,45.9
201910,Current Month,Y58,NHS,RTE01,Cheltenham General Hospital ,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_300,General Medicine,66,27.7
201910,Current Month,Y58,NHS,RTE01,Cheltenham General Hospital ,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_301,Gastroenterology,239,38.4
201910,Current Month,Y58,NHS,RTE01,Cheltenham General Hospital ,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_320,Cardiology,397,38.2
201910,Current Month,Y58,NHS,RTE01,Cheltenham General Hospital ,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_330,Dermatology,849,33.3
201910,Current Month,Y58,NHS,RTE01,Cheltenham General Hospital ,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_340,Thoracic Medicine,118,28.8
201910,Current Month,Y58,NHS,RTE01,Cheltenham General Hospital ,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_400,Neurology,350,30.5
201910,Current Month,Y58,NHS,RTE01,Cheltenham General Hospital ,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_410,Rheumatology,216,47.6
201910,Current Month,Y58,NHS,RTE01,Cheltenham General Hospital ,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_502,Gynaecology,392,38.1
201910,Current Month,Y58,NHS,RTE01,Cheltenham General Hospital ,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_999,Total,7780,35.9
201910,Current Month,Y58,NHS,RTE01,Cheltenham General Hospital ,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,X01,Other,2614,29.2
201910,Current Month,Y58,NHS,RTE03,Gloucestershire Royal Hospital ,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_101,Urology,234,24.7
201910,Current Month,Y58,NHS,RTE03,Gloucestershire Royal Hospital ,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,349,45.9
201910,Current Month,Y58,NHS,RTE03,Gloucestershire Royal Hospital ,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",755,43.8
201910,Current Month,Y58,NHS,RTE03,Gloucestershire Royal Hospital ,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology,797,27.7
201910,Current Month,Y58,NHS,RTE03,Gloucestershire Royal Hospital ,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery,384,45.9
