YearMonth,Rolling_Data_Month,Location ID,Location Name,Provider Code,Provider Name,Diagnostic ID,Diagnostic Test Name,Total Waiting List,Number waiting 6+ Weeks,Number waiting 13+ Weeks,% waiting 6+ weeks
201912,Current Month,RTR07,Friary Hospital,RTR,South Tees Hospitals NHS Foundation Trust ,13,Flexi Sigmoidoscopy,174,94,18,54.02
201912,Current Month,REF01,West Cornwall Hospital,REF,Royal Cornwall Hospitals NHS Trust ,3,Non-obstetric Ultrasound,1848,1,0,0.05
201912,Current Month,RJ701,St George's Hospital (Tooting),RJ7,St George's University Hospitals NHS Foundation Trust ,6,Audiology - Audiology Assessments,54,0,0,0
201912,Current Month,RJE01,The Royal Stoke University Hospital,RJE,University Hospitals of North Midlands NHS Trust ,6,Audiology - Audiology Assessments,161,1,0,0.62
201912,Current Month,1-153773206,Milton Keynes MRI Centre,NV1,InHealth Ltd ,5,DEXA Scan,137,2,0,1.46
201912,Current Month,,,RKL,,16,Total,279,0,0,0
201912,Current Month,RLQ06,Leominster Community Hospital,RLQ,Wye Valley NHS Trust ,11,Urodynamics - Pressures & Flows,0,0,0,0
201912,Current Month,RF4PP,Barking Community Hospital,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust ",11,Urodynamics - Pressures & Flows,39,17,0,43.59
201912,Current Month,RHM04,Countess Mountbatten House,RHM,University Hospital Southampton NHS Foundation Trust ,5,DEXA Scan,341,4,0,1.17
201912,Current Month,RPGER,Atlas House,RPG,Oxleas NHS Foundation Trust ,6,Audiology - Audiology Assessments,126,0,0,0
201912,Current Month,RTGX1,Queens Hospital,RTG,University Hospitals of Derby and Burton NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,224,22,0,9.82
201912,Current Month,RAL26,Barnet General Hospital,RAL,Royal Free London NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,0,0,0,0
201912,Current Month,RDE03,Ipswich Hospital,RDE,East Suffolk and North Essex NHS Foundation Trust ,14,Cystoscopy,240,7,1,2.92
201912,Current Month,RHQHH,Royal Hallamshire Hospital,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust ,6,Audiology - Audiology Assessments,173,4,1,2.31
201912,Current Month,RJN68,Knutsford and District Community Hospital,RJN,East Cheshire NHS Trust ,3,Non-obstetric Ultrasound,554,0,0,0
201912,Current Month,RYYX3,"Dental Department, Canterbury Health Centre",RYY,Kent Community Health NHS Foundation Trust ,6,Audiology - Audiology Assessments,290,2,0,0.69
201912,Current Month,1-632977235,Inhealth Diagnostic Centre,NV1,InHealth Ltd ,12,Colonoscopy,799,34,0,4.26
201912,Current Month,RHU10,Gosport War Memorial Hospital,RHU,Portsmouth Hospitals NHS Trust ,9,Neurophysiology - Peripheral Neurophysiology,357,0,0,0
201912,Current Month,RWH01,Lister Hospital,RWH,East and North Hertfordshire NHS Trust ,3,Non-obstetric Ultrasound,4507,2,0,0.04
201912,Current Month,RJL32,Scunthorpe General Hospital,RJL,Northern Lincolnshire and Goole NHS Foundation Trust ,1,Magnetic Resonance Imaging,4620,1314,19,28.44
201912,Current Month,RRKX3,Good Hope Hospital,RRK,University Hospitals Birmingham NHS Foundation Trust ,5,DEXA Scan,635,2,0,0.31
201912,Current Month,RA7CQ,Central Health Clinic,RA7,University Hospitals Bristol NHS Foundation Trust ,12,Colonoscopy,289,70,7,24.22
201912,Current Month,RXPCP,University Hospital North Durham,RXP,County Durham and Darlington NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,13,0,0,0
201912,Current Month,RVWAA,University Hospital of Hartlepool,RVW,North Tees and Hartlepool NHS Foundation Trust ,12,Colonoscopy,345,35,0,10.14
201912,Current Month,RW604,Rochdale Infirmary,RW6,The Pennine Acute Hospitals NHS Trust ,9,Neurophysiology - Peripheral Neurophysiology,94,0,0,0
201912,Current Month,RWDLD,Johnson Community Hospital,RWD,United Lincolnshire Hospitals NHS Trust ,5,DEXA Scan,173,0,0,0
201912,Current Month,RK5BC,Kings Mill Hospital,RK5,Sherwood Forest Hospitals NHS Foundation Trust ,1,Magnetic Resonance Imaging,1315,16,1,1.22
201912,Current Month,REM21,University Hospital Aintree,REM,Liverpool University Hospitals NHS Foundation Trust ,14,Cystoscopy,34,0,0,0
201912,Current Month,RGT01,Addenbrooke's and The Rosie Hospitals,RGT,Cambridge University Hospitals NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,103,1,0,0.97
201912,Current Month,RH8A4,Seaton Community Hospital,RH8,Royal Devon and Exeter NHS Foundation Trust ,1,Magnetic Resonance Imaging,1058,185,79,17.49
201912,Current Month,RRF02,Royal Albert Edward Infirmary,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust ",10,Respiratory physiology - Sleep Studies,0,0,0,0
201912,Current Month,1-221399033,St Mary's NHS Treatment Centre,NTPAD,St Mary's NHS Treatment Centre ,15,Gastroscopy,267,0,0,0
201912,Current Month,RAL80,Hadley Wood Hospital (Private),RAL,Royal Free London NHS Foundation Trust ,2,Computed Tomography,1565,69,0,4.41
201912,Current Month,RHARA,Nottingham University Hospital,RX1,Nottinghamshire Healthcare NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,38,0,0,0
201912,Current Month,RYR18,Worthing Hospital,RYR,Western Sussex Hospitals NHS Foundation Trust ,15,Gastroscopy,685,1,0,0.15
201912,Current Month,1-115574597,Nuffield Health Leicester Hospital,NT226,"Nuffield Health, Leicester Hospital ",3,Non-obstetric Ultrasound,4,0,0,0
201912,Current Month,RR814,Seacroft Hospital,RR8,Leeds Teaching Hospitals NHS Trust ,13,Flexi Sigmoidoscopy,91,0,0,0
201912,Current Month,RWEAE,Glenfield Hospital,RWE,University Hospitals of Leicester NHS Trust ,2,Computed Tomography,2739,7,0,0.26
201912,Current Month,RBA11,Musgrove Park Hospital,RBA,Taunton and Somerset NHS Foundation Trust ,6,Audiology - Audiology Assessments,340,25,13,7.35
201912,Current Month,RH859,Victoria Hospital Sidmouth,RH8,Royal Devon and Exeter NHS Foundation Trust ,2,Computed Tomography,778,184,79,23.65
201912,Current Month,R1K68,Clayponds Hospital,R1K,London North West University Healthcare NHS Trust ,1,Magnetic Resonance Imaging,1876,8,0,0.43
201912,Current Month,RHQY3,Sheffield Dialysis Unit,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust ,6,Audiology - Audiology Assessments,173,4,1,2.31
201912,Current Month,1-6387464545,SpaMedica Chelmsford,NPG16,SpaMedica Chelmsford ,16,Total,0,0,0,0
201912,Current Month,RRVNC,Sir William Gowers Centre,RRV,University College London Hospitals NHS Foundation Trust ,1,Magnetic Resonance Imaging,3477,453,114,13.03
201912,Current Month,1-153773142,North Tyneside MRI Centre,NV1,InHealth Ltd ,5,DEXA Scan,137,2,0,1.46
201912,Current Month,RXR50,Pendle Community Hospital,RXR,East Lancashire Hospitals NHS Trust ,14,Cystoscopy,84,5,0,5.95
201912,Current Month,1-128767168,BMI The Runnymede Hospital,NT431,BMI - The Runnymede Hospital ,12,Colonoscopy,0,0,0,0
201912,Current Month,R1HNH,Newham University Hospital,R1H,Barts Health NHS Trust ,13,Flexi Sigmoidoscopy,226,1,0,0.44
201912,Current Month,RAS02,Mount Vernon Hospital,RAS,The Hillingdon Hospitals NHS Foundation Trust ,3,Non-obstetric Ultrasound,2908,27,0,0.93
201912,Current Month,1-128758696,BMI The Droitwich Spa Hospital,NT412,BMI - The Droitwich Spa Hospital ,12,Colonoscopy,0,0,0,0
201912,Current Month,RWH20,Queen Elizabeth II Hospital,RWH,East and North Hertfordshire NHS Trust ,7,Cardiology - Echocardiography,1068,20,9,1.87
201912,Current Month,RXH09,Princess Royal Hospital,RXH,Brighton and Sussex University Hospitals NHS Trust ,16,Total,8742,1369,621,15.66
201912,Current Month,RMC98,Bolton One,RMC,Bolton NHS Foundation Trust ,2,Computed Tomography,454,0,0,0
201912,Current Month,RTGX1,Queens Hospital,RTG,University Hospitals of Derby and Burton NHS Foundation Trust ,4,Barium Enema,12,0,0,0
201912,Current Month,1-153773270,Walsall MRI Centre,NV1,InHealth Ltd ,1,Magnetic Resonance Imaging,2883,45,7,1.56
201912,Current Month,RDU50,Wexham Park Hospital,RDU,Frimley Health NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,44,2,0,4.55
201912,Current Month,R1H12,The Royal London Hospital,R1H,Barts Health NHS Trust ,11,Urodynamics - Pressures & Flows,76,0,0,0
201912,Current Month,RJE51,Cheadle Hospital,RJE,University Hospitals of North Midlands NHS Trust ,14,Cystoscopy,180,13,7,7.22
201912,Current Month,RNN42,Workington Community Hospital,RNN,North Cumbria Integrated Care NHS Foundation Trust ,1,Magnetic Resonance Imaging,1130,2,0,0.18
201912,Current Month,REF02,St Michael's Hospital,REF,Royal Cornwall Hospitals NHS Trust ,6,Audiology - Audiology Assessments,322,0,0,0
201912,Current Month,RM131,Cromer Hospital,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust ,13,Flexi Sigmoidoscopy,180,3,0,1.67
201912,Current Month,RM301,Salford Royal Hospital,RM3,Salford Royal NHS Foundation Trust ,1,Magnetic Resonance Imaging,2072,37,1,1.79
201912,Current Month,RXH05,Brighton General Hospital,RXH,Brighton and Sussex University Hospitals NHS Trust ,2,Computed Tomography,1340,127,1,9.48
201912,Current Month,RXWMB,Bridgnorth Community Hospital,RXW,Shrewsbury and Telford Hospital NHS Trust ,7,Cardiology - Echocardiography,682,75,37,11
201912,Current Month,1-128766965,BMI The London Independent Hospital,NT422,BMI - The London Independent Hospital ,15,Gastroscopy,0,0,0,0
201912,Current Month,1-153773414,Kingston MRI Unit,NV1,InHealth Ltd ,6,Audiology - Audiology Assessments,1133,19,0,1.68
201912,Current Month,1-416254957,Inhealth Endoscopy Unit - Cirencester Hospital,NV1,InHealth Ltd ,12,Colonoscopy,799,34,0,4.26
201912,Current Month,RA979,Totnes Hospital,RA9,Torbay and South Devon NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,44,0,0,0
201912,Current Month,RH868,Mardon Neuro-Rehabilitation Centre,RH8,Royal Devon and Exeter NHS Foundation Trust ,12,Colonoscopy,122,39,17,31.97
201912,Current Month,RR813,St James's University Hospital,RR8,Leeds Teaching Hospitals NHS Trust ,3,Non-obstetric Ultrasound,4750,1,0,0.02
201912,Current Month,RXH05,Brighton General Hospital,RXH,Brighton and Sussex University Hospitals NHS Trust ,12,Colonoscopy,715,335,189,46.85
201912,Current Month,RNNCA,Victoria Cottage Hospital,RNN,North Cumbria Integrated Care NHS Foundation Trust ,4,Barium Enema,19,1,0,5.26
201912,Current Month,RWG03,St Albans City Hospital,RWG,West Hertfordshire Hospitals NHS Trust ,9,Neurophysiology - Peripheral Neurophysiology,148,0,0,0
201912,Current Month,1-2254088615,Southampton NHS Treatment Centre,NTP11,Southampton NHS Treatment Centre ,13,Flexi Sigmoidoscopy,30,0,0,0
201912,Current Month,R1HNH,Newham University Hospital,R1H,Barts Health NHS Trust ,16,Total,27105,381,18,1.41
201912,Current Month,RK5HP,Newark Hospital,RK5,Sherwood Forest Hospitals NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,45,3,0,6.67
201912,Current Month,RRV60,The Royal London Hospital for Integrated Medicine,RRV,University College London Hospitals NHS Foundation Trust ,13,Flexi Sigmoidoscopy,670,181,9,27.01
201912,Current Month,1-129798487,Spire Wellesley Hospital,NT313,Spire Wellesley Hospital ,1,Magnetic Resonance Imaging,144,0,0,0
201912,Current Month,RH868,Mardon Neuro-Rehabilitation Centre,RH8,Royal Devon and Exeter NHS Foundation Trust ,4,Barium Enema,0,0,0,0
201912,Current Month,RJ8Y4,St Mary’s Hospital,RJ8,Cornwall Partnership NHS Foundation Trust ,16,Total,28,1,0,3.57
201912,Current Month,1-128733123,Springfield Hospital,NVC18,Springfield Hospital ,16,Total,72,0,0,0
201912,Current Month,R1K68,Clayponds Hospital,R1K,London North West University Healthcare NHS Trust ,13,Flexi Sigmoidoscopy,144,1,0,0.69
201912,Current Month,RXWAS,Royal Shrewsbury Hospital,RXW,Shrewsbury and Telford Hospital NHS Trust ,9,Neurophysiology - Peripheral Neurophysiology,0,0,0,0
201912,Current Month,1-128732946,Fulwood Hall Hospital,NVC07,Fulwood Hall Hospital ,14,Cystoscopy,0,0,0,0
201912,Current Month,1-132470348,The Global Clinic Norwich,NYR,Global Diagnostics ,13,Flexi Sigmoidoscopy,30,0,0,0
201912,Current Month,RA979,Totnes Hospital,RA9,Torbay and South Devon NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,64,0,0,0
201912,Current Month,RWG03,St Albans City Hospital,RWG,West Hertfordshire Hospitals NHS Trust ,3,Non-obstetric Ultrasound,1474,1,0,0.07
201912,Current Month,1-1616878884,Dorking Hospital Outpatients Department,NNE,Dorking Healthcare Ltd (Dhc) ,7,Cardiology - Echocardiography,73,0,0,0
201912,Current Month,R0B0X,Sunderland Eye Infirmary,R0B,South Tynside and Sunderland NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,132,0,0,0
201912,Current Month,RNS01,Northampton General Hospital,RNS,Northampton General Hospital NHS Trust ,3,Non-obstetric Ultrasound,1692,107,0,6.32
201912,Current Month,1-119269999,Circle Hospital (Bath) Ltd,NV302,Circle Bath Hospital ,1,Magnetic Resonance Imaging,82,0,0,0
201912,Current Month,RDE03,Ipswich Hospital,RDE,East Suffolk and North Essex NHS Foundation Trust ,15,Gastroscopy,329,3,0,0.91
201912,Current Month,1-4317894001,Shepton Mallet NHS Treatment Centre,NTPH1,Shepton Mallet NHS Treatment Centre ,13,Flexi Sigmoidoscopy,7,0,0,0
201912,Current Month,RP633,Moorfields @ Barts,RP6,Moorfields Eye Hospital NHS Foundation Trust ,1,Magnetic Resonance Imaging,97,0,0,0
201912,Current Month,1-164309798,SpaMedica - Citygate,NPG01,SpaMedica (Manchester) ,16,Total,0,0,0,0
201912,Current Month,RDYFE,"Victoria Hospital, Wimborne",RDY,Dorset Healthcare University NHS Foundation Trust ,15,Gastroscopy,52,0,0,0
201912,Current Month,RQ8RR,Braintree Community Hospital,RQ8,Mid Essex Hospital Services NHS Trust ,16,Total,3829,11,1,0.29
201912,Current Month,RYYZ9,Sandwich Dental Service,RYY,Kent Community Health NHS Foundation Trust ,16,Total,290,2,0,0.69
201912,Current Month,RA7C1,Bristol Royal Infirmary,RA7,University Hospitals Bristol NHS Foundation Trust ,13,Flexi Sigmoidoscopy,109,28,8,25.69
201912,Current Month,RK950,Derriford Hospital,RK9,University Hospitals Plymouth NHS Trust ,3,Non-obstetric Ultrasound,1862,151,19,8.11
201912,Current Month,RTG54,Samuel Johnson Community Hospital,RTG,University Hospitals of Derby and Burton NHS Foundation Trust ,3,Non-obstetric Ultrasound,3182,4,0,0.13
201912,Current Month,1-115574458,Nuffield Health Derby Hospital,NT213,"Nuffield Health, Derby Hospital ",2,Computed Tomography,0,0,0,0
201912,Current Month,R0A05,Saint Mary's Hospital,R0A,Manchester University NHS Foundation Trust ,16,Total,17231,240,39,1.39
201912,Current Month,RNNBF,Brampton War Memorial Hospital,RNN,North Cumbria Integrated Care NHS Foundation Trust ,14,Cystoscopy,17,5,3,29.41
201912,Current Month,1-153773446,Croydon MRI Centre,NV1,InHealth Ltd ,15,Gastroscopy,919,23,0,2.5
201912,Current Month,RBAC3,Bridgwater Community Hospital,RBA,Taunton and Somerset NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,67,8,2,11.94
201912,Current Month,RM3X1,The Maples,RM3,Salford Royal NHS Foundation Trust ,3,Non-obstetric Ultrasound,2317,391,1,16.88
201912,Current Month,RP608,Moorfields at Croydon University Hospital,RP6,Moorfields Eye Hospital NHS Foundation Trust ,2,Computed Tomography,12,0,0,0
201912,Current Month,1-128767190,BMI The Sandringham Hospital,NT432,BMI - The Sandringham Hospital ,2,Computed Tomography,2,0,0,0
201912,Current Month,RWG08,Hemel Hempstead General Hospital,RWG,West Hertfordshire Hospitals NHS Trust ,16,Total,6384,18,1,0.28
201912,Current Month,RXH42,Worthing Hospital Dixon Ward,RXH,Brighton and Sussex University Hospitals NHS Trust ,6,Audiology - Audiology Assessments,21,0,0,0
201912,Current Month,,,NTPAA,Mid & South Buckinghamshire Diagnostic NHS Centre ,3,Non-obstetric Ultrasound,501,0,0,0
201912,Current Month,R1K01,Northwick Park Hospital,R1K,London North West University Healthcare NHS Trust ,7,Cardiology - Echocardiography,736,6,0,0.82
201912,Current Month,RN541,Royal Hampshire County Hospital,RN5,Hampshire Hospitals NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,65,35,12,53.85
201912,Current Month,RV3CX,Collingham Child & Family Centre,RV3,Central and North West London NHS Foundation Trust ,6,Audiology - Audiology Assessments,68,0,0,0
201912,Current Month,1-137505605,Yorkshire Clinic Imaging Centre,NT9,Alliance Medical ,16,Total,306,0,0,0
201912,Current Month,RA952,Ashburton and Buckfastleigh Hospital,RA9,Torbay and South Devon NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,64,0,0,0
201912,Current Month,RH859,Victoria Hospital Sidmouth,RH8,Royal Devon and Exeter NHS Foundation Trust ,15,Gastroscopy,244,68,18,27.87
201912,Current Month,RJ803,Edward Hain Hospital,RJ8,Cornwall Partnership NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,28,1,0,3.57
201912,Current Month,,,NV11D,InHealth - Prime Endoscopy Bristol ,16,Total,355,1,0,0.28
201912,Current Month,RQM01,Chelsea and Westminster Hospital,RQM,Chelsea and Westminster Hospital NHS Foundation Trust ,16,Total,6385,58,6,0.91
201912,Current Month,RAL26,Barnet General Hospital,RAL,Royal Free London NHS Foundation Trust ,16,Total,15448,1129,133,7.31
201912,Current Month,RJ230,Queen Mary's Hospital,RJ2,Lewisham and Greenwich NHS Trust ,16,Total,8688,293,10,3.37
201912,Current Month,RJN71,Macclesfield District General Hospital,RJN,East Cheshire NHS Trust ,2,Computed Tomography,358,0,0,0
201912,Current Month,RXR60,Accrington Victoria Hospital,RXR,East Lancashire Hospitals NHS Trust ,3,Non-obstetric Ultrasound,3189,0,0,0
201912,Current Month,RKEQ4,The Whittington Hospital,RKE,Whittington Health NHS Trust ,6,Audiology - Audiology Assessments,390,0,0,0
201912,Current Month,RTFDX,Blyth Community Hospital,RTF,Northumbria Healthcare NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,4,0,0,0
201912,Current Month,RWG03,St Albans City Hospital,RWG,West Hertfordshire Hospitals NHS Trust ,2,Computed Tomography,762,0,0,0
201912,Current Month,RXR10,Burnley General Hospital,RXR,East Lancashire Hospitals NHS Trust ,13,Flexi Sigmoidoscopy,235,23,1,9.79
201912,Current Month,RXL04,Fleetwood Hospital,RXL,Blackpool Teaching Hospitals NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,71,1,0,1.41
201912,Current Month,RCUEF,Sheffield Children's Hospital,RCU,Sheffield Children's NHS Foundation Trust ,3,Non-obstetric Ultrasound,243,0,0,0
201912,Current Month,RJE08,Bradwell Hospital,RJE,University Hospitals of North Midlands NHS Trust ,16,Total,13326,92,12,0.69
201912,Current Month,RXH06,Royal Alexandra Children's Hospital,RXH,Brighton and Sussex University Hospitals NHS Trust ,9,Neurophysiology - Peripheral Neurophysiology,194,0,0,0
201912,Current Month,RBN01,Whiston Hospital,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust ,3,Non-obstetric Ultrasound,2588,1,0,0.04
201912,Current Month,1-566584593,The Grange Medical Centre,AJ8,The Grange Medical Centre HQ ,15,Gastroscopy,17,0,0,0
201912,Current Month,R0A09,Trafford General Hospital,R0A,Manchester University NHS Foundation Trust ,6,Audiology - Audiology Assessments,466,11,0,2.36
201912,Current Month,RBZ87,Okehampton Hospital,RBZ,Northern Devon Healthcare NHS Trust ,13,Flexi Sigmoidoscopy,52,0,0,0
201912,Current Month,RWEAA,Leicester Royal Infirmary,RWE,University Hospitals of Leicester NHS Trust ,3,Non-obstetric Ultrasound,5741,2,0,0.03
201912,Current Month,RXPCL,Sedgefield Community Hospital,RXP,County Durham and Darlington NHS Foundation Trust ,15,Gastroscopy,601,145,2,24.13
201912,Current Month,RHM04,Countess Mountbatten House,RHM,University Hospital Southampton NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,9,2,0,22.22
201912,Current Month,1-128732707,Duchy Hospital,NVC04,Duchy Hospital ,3,Non-obstetric Ultrasound,0,0,0,0
201912,Current Month,RBZ87,Okehampton Hospital,RBZ,Northern Devon Healthcare NHS Trust ,6,Audiology - Audiology Assessments,219,1,0,0.46
201912,Current Month,RH854,Honiton Hospital,RH8,Royal Devon and Exeter NHS Foundation Trust ,2,Computed Tomography,778,184,79,23.65
201912,Current Month,RR807,Wharfedale Hospital,RR8,Leeds Teaching Hospitals NHS Trust ,1,Magnetic Resonance Imaging,2487,74,11,2.98
201912,Current Month,RWH01,Lister Hospital,RWH,East and North Hertfordshire NHS Trust ,5,DEXA Scan,331,0,0,0
201912,Current Month,RA301,Weston General Hospital,RA3,Weston Area Health NHS Trust ,7,Cardiology - Echocardiography,266,33,0,12.41
201912,Current Month,1-128733032,Oaklands Hospital,NVC12,Oaklands Hospital ,15,Gastroscopy,0,0,0,0
201912,Current Month,RDU01,Frimley Park Hospital,RDU,Frimley Health NHS Foundation Trust ,13,Flexi Sigmoidoscopy,331,5,0,1.51
201912,Current Month,RH836,Crediton Hospital,RH8,Royal Devon and Exeter NHS Foundation Trust ,15,Gastroscopy,244,68,18,27.87
201912,Current Month,RV3AN,Hillingdon Hospital Mental Health Site,RV3,Central and North West London NHS Foundation Trust ,16,Total,68,0,0,0
201912,Current Month,RHU04,Petersfield Hospital,RHU,Portsmouth Hospitals NHS Trust ,15,Gastroscopy,271,5,2,1.85
201912,Current Month,RJE09,The County Hospital,RJE,University Hospitals of North Midlands NHS Trust ,8,Cardiology - Electrophysiology,1,0,0,0
201912,Current Month,RTD01,Freeman Hospital,RTD,The Newcastle upon Tyne Hospitals NHS Foundation Trust ,14,Cystoscopy,50,0,0,0
201912,Current Month,RBZ95,Bideford Community Hospital,RBZ,Northern Devon Healthcare NHS Trust ,14,Cystoscopy,55,3,0,5.45
201912,Current Month,RVVKC,Kent & Canterbury Hospital,RVV,East Kent Hospitals University NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,238,0,0,0
201912,Current Month,RXR10,Burnley General Hospital,RXR,East Lancashire Hospitals NHS Trust ,15,Gastroscopy,903,67,7,7.42
201912,Current Month,,,NPG17,SpaMedica Preston ,16,Total,0,0,0,0
201912,Current Month,RBT21,Victoria Infirmary,RBT,Mid Cheshire Hospitals NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,19,0,0,0
201912,Current Month,RP5MM,"Montagu Hospital, Mexborough",RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust ,12,Colonoscopy,246,0,0,0
201912,Current Month,RW602,North Manchester General Hospital,RW6,The Pennine Acute Hospitals NHS Trust ,11,Urodynamics - Pressures & Flows,5,0,0,0
201912,Current Month,RPA02,Medway Maritime Hospital,RPA,Medway NHS Foundation Trust ,1,Magnetic Resonance Imaging,1282,77,6,6.01
201912,Current Month,RRF01,Leigh Infirmary,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust ",2,Computed Tomography,570,0,0,0
201912,Current Month,1-106389976,Cobham Day Surgery,NVM,Epsomedical Group ,13,Flexi Sigmoidoscopy,9,0,0,0
201912,Current Month,RX1NL,Ropewalk House,RX1,Nottingham University Hospitals NHS Trust ,7,Cardiology - Echocardiography,806,0,0,0
201912,Current Month,RCD02,Ripon and District Community Hospital,RCD,Harrogate and District NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,57,6,0,10.53
201912,Current Month,1-128758675,BMI The Chaucer Hospital,NT408,BMI - The Chaucer Hospital ,15,Gastroscopy,0,0,0,0
201912,Current Month,RD816,Milton Keynes Hospital,RD8,Milton Keynes University Hospital NHS Foundation Trust ,13,Flexi Sigmoidoscopy,104,0,0,0
201912,Current Month,RHU04,Petersfield Hospital,RHU,Portsmouth Hospitals NHS Trust ,9,Neurophysiology - Peripheral Neurophysiology,357,0,0,0
201912,Current Month,RJ611,Croydon University Hospital,RJ6,Croydon Health Services NHS Trust ,1,Magnetic Resonance Imaging,1228,0,0,0
201912,Current Month,RR7EN,Queen Elizabeth Hospital,RR7,Gateshead Health NHS Foundation Trust ,6,Audiology - Audiology Assessments,267,2,0,0.75
201912,Current Month,REF01,West Cornwall Hospital,REF,Royal Cornwall Hospitals NHS Trust ,13,Flexi Sigmoidoscopy,89,2,0,2.25
201912,Current Month,RTFEF,Rothbury Community Hospital,RTF,Northumbria Healthcare NHS Foundation Trust ,12,Colonoscopy,308,1,0,0.32
201912,Current Month,R0A2Q,Altrincham General Hospital,R0A,Manchester University NHS Foundation Trust ,12,Colonoscopy,681,19,2,2.79
201912,Current Month,RTE23,Cirencester Hospital,RTE,Gloucestershire Hospitals NHS Foundation Trust ,6,Audiology - Audiology Assessments,182,0,0,0
201912,Current Month,1-115574737,Nuffield Health The Grosvenor Hospital Chester,NT210,"Nuffield Health, The Grosvenor Hospital, Chester ",3,Non-obstetric Ultrasound,1,1,0,100
201912,Current Month,RA201,Royal Surrey County Hospital,RA2,Royal Surrey County Hospital NHS Foundation Trust ,15,Gastroscopy,144,6,2,4.17
201912,Current Month,RWDLB,Skegness & District Hospital,RWD,United Lincolnshire Hospitals NHS Trust ,11,Urodynamics - Pressures & Flows,90,63,28,70
201912,Current Month,RW603,The Royal Oldham Hospital,RW6,The Pennine Acute Hospitals NHS Trust ,6,Audiology - Audiology Assessments,242,0,0,0
201912,Current Month,RAL26,Barnet General Hospital,RAL,Royal Free London NHS Foundation Trust ,2,Computed Tomography,1565,69,0,4.41
201912,Current Month,RJ122,St Thomas' Hospital,RJ1,Guy's and St Thomas' NHS Foundation Trust ,16,Total,10036,548,94,5.46
201912,Current Month,RTFFS,North Tyneside General Hospital,RTF,Northumbria Healthcare NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,4,0,0,0
201912,Current Month,RTH02,Churchill Hospital,RTH,Oxford University Hospitals NHS Foundation Trust ,16,Total,13282,410,27,3.09
201912,Current Month,1-1512006286,Woodthorpe Hospital,NVC40,Woodthorpe Hospital ,2,Computed Tomography,0,0,0,0
201912,Current Month,RWDLB,Skegness & District Hospital,RWD,United Lincolnshire Hospitals NHS Trust ,3,Non-obstetric Ultrasound,1157,3,0,0.26
201912,Current Month,RWH04,Mount Vernon Cancer Centre,RWH,East and North Hertfordshire NHS Trust ,7,Cardiology - Echocardiography,1068,20,9,1.87
201912,Current Month,1-2745411269,Spire Liverpool Hospital,NT337,Spire Liverpool Hospital ,2,Computed Tomography,31,0,0,0
201912,Current Month,RF4DG,King George Hospital,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust ",14,Cystoscopy,192,0,0,0
201912,Current Month,1-118024670,Benenden Hospital,NWF01,Benenden Hospital ,12,Colonoscopy,0,0,0,0
201912,Current Month,RA954,Brixham Hospital,RA9,Torbay and South Devon NHS Foundation Trust ,15,Gastroscopy,330,90,0,27.27
201912,Current Month,RQWG0,The Princess Alexandra Hospital,RQW,The Princess Alexandra Hospital NHS Trust ,7,Cardiology - Echocardiography,802,0,0,0
201912,Current Month,RTRAQ,Guisborough Primary Care Hospital,RTR,South Tees Hospitals NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,55,28,17,50.91
201912,Current Month,RJE09,The County Hospital,RJE,University Hospitals of North Midlands NHS Trust ,13,Flexi Sigmoidoscopy,319,18,0,5.64
201912,Current Month,1-153773302,Frimley Park Hospital - Scanning Centre,NV1,InHealth Ltd ,16,Total,10227,154,13,1.51
