YearMonth,Rolling_Data_Month,Data Type,Location ID,Location Name,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),trust code
201910,Current Month,NHS,RHQY3,Sheffield Dialysis Unit ,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_430,Geriatric Medicine,133,132,0.992481203007519,4.5,12.4533333333333,RHQ
201910,Current Month,NHS,RHQY3,Sheffield Dialysis Unit ,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_502,Gynaecology,2164,1992,0.920517560073937,4.63793103448276,17.9626666666667,RHQ
201910,Current Month,NHS,RHQY3,Sheffield Dialysis Unit ,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_999,Total,48869,45381,0.928625509013894,5.89866749302758,17.4225753424658,RHQ
201910,Current Month,NHS,RHQY3,Sheffield Dialysis Unit ,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,X01,Other,14318,13371,0.933859477580668,5.87988505747126,16.9176271186441,RHQ
201910,Current Month,NHS,RHU02,St Mary's Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_100,General Surgery,4070,3318,0.815233415233415,6.9429347826087,25.9828571428571,RHU
201910,Current Month,NHS,RHU02,St Mary's Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_101,Urology,1982,1527,0.770433905146317,8.14948453608247,29.0533333333333,RHU
201910,Current Month,NHS,RHU02,St Mary's Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_110,Trauma & Orthopaedics,4137,3042,0.735315445975344,10.3504273504274,28.8731914893617,RHU
201910,Current Month,NHS,RHU02,St Mary's Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_120,"Ear, Nose & Throat (ENT)",4560,3654,0.801315789473684,8.91618497109827,23.4121212121212,RHU
201910,Current Month,NHS,RHU02,St Mary's Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_130,Ophthalmology,3720,3283,0.88252688172043,6.77692307692308,21.1953488372093,RHU
201910,Current Month,NHS,RHU02,St Mary's Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_140,Oral Surgery,1379,1189,0.862218999274837,7.85714285714286,21.3585185185185,RHU
201910,Current Month,NHS,RHU02,St Mary's Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_160,Plastic Surgery,268,216,0.805970149253731,8.46428571428571,26.512,RHU
201910,Current Month,NHS,RHU02,St Mary's Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_300,General Medicine,19,19,1,,,RHU
201910,Current Month,NHS,RHU02,St Mary's Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_301,Gastroenterology,2985,1880,0.629815745393635,12.8072289156627,37.1405405405405,RHU
201910,Current Month,NHS,RHU02,St Mary's Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_320,Cardiology,1302,1197,0.919354838709677,5.89864864864865,18.0494117647059,RHU
201910,Current Month,NHS,RHU02,St Mary's Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_330,Dermatology,3018,2746,0.90987408880053,6.5467032967033,18.5268965517241,RHU
201910,Current Month,NHS,RHU02,St Mary's Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_340,Thoracic Medicine,517,512,0.990328820116054,5.28125,13.665,RHU
201910,Current Month,NHS,RHU02,St Mary's Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_410,Rheumatology,452,451,0.997787610619469,3.03488372093023,8.98222222222223,RHU
201910,Current Month,NHS,RHU02,St Mary's Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_430,Geriatric Medicine,37,37,1,3.28571428571429,11.04,RHU
201910,Current Month,NHS,RHU02,St Mary's Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_502,Gynaecology,2947,2105,0.714285714285714,11.5308641975309,25.8918181818182,RHU
201910,Current Month,NHS,RHU02,St Mary's Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_999,Total,36043,29106,0.80753544377549,7.94235436893204,25.1948101265823,RHU
201910,Current Month,NHS,RHU02,St Mary's Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,X01,Other,4650,3930,0.845161290322581,7.34581497797357,22.8333333333333,RHU
201910,Current Month,NHS,RHU03,Queen Alexandra Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_100,General Surgery,4070,3318,0.815233415233415,6.9429347826087,25.9828571428571,RHU
201910,Current Month,NHS,RHU03,Queen Alexandra Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_101,Urology,1982,1527,0.770433905146317,8.14948453608247,29.0533333333333,RHU
201910,Current Month,NHS,RHU03,Queen Alexandra Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_110,Trauma & Orthopaedics,4137,3042,0.735315445975344,10.3504273504274,28.8731914893617,RHU
201910,Current Month,NHS,RHU03,Queen Alexandra Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_120,"Ear, Nose & Throat (ENT)",4560,3654,0.801315789473684,8.91618497109827,23.4121212121212,RHU
201910,Current Month,NHS,RHU03,Queen Alexandra Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_130,Ophthalmology,3720,3283,0.88252688172043,6.77692307692308,21.1953488372093,RHU
201910,Current Month,NHS,RHU03,Queen Alexandra Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_140,Oral Surgery,1379,1189,0.862218999274837,7.85714285714286,21.3585185185185,RHU
201910,Current Month,NHS,RHU03,Queen Alexandra Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_160,Plastic Surgery,268,216,0.805970149253731,8.46428571428571,26.512,RHU
201910,Current Month,NHS,RHU03,Queen Alexandra Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_300,General Medicine,19,19,1,,,RHU
201910,Current Month,NHS,RHU03,Queen Alexandra Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_301,Gastroenterology,2985,1880,0.629815745393635,12.8072289156627,37.1405405405405,RHU
201910,Current Month,NHS,RHU03,Queen Alexandra Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_320,Cardiology,1302,1197,0.919354838709677,5.89864864864865,18.0494117647059,RHU
201910,Current Month,NHS,RHU03,Queen Alexandra Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_330,Dermatology,3018,2746,0.90987408880053,6.5467032967033,18.5268965517241,RHU
201910,Current Month,NHS,RHU03,Queen Alexandra Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_340,Thoracic Medicine,517,512,0.990328820116054,5.28125,13.665,RHU
201910,Current Month,NHS,RHU03,Queen Alexandra Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_410,Rheumatology,452,451,0.997787610619469,3.03488372093023,8.98222222222223,RHU
201910,Current Month,NHS,RHU03,Queen Alexandra Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_430,Geriatric Medicine,37,37,1,3.28571428571429,11.04,RHU
201910,Current Month,NHS,RHU03,Queen Alexandra Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_502,Gynaecology,2947,2105,0.714285714285714,11.5308641975309,25.8918181818182,RHU
201910,Current Month,NHS,RHU03,Queen Alexandra Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_999,Total,36043,29106,0.80753544377549,7.94235436893204,25.1948101265823,RHU
201910,Current Month,NHS,RHU03,Queen Alexandra Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,X01,Other,4650,3930,0.845161290322581,7.34581497797357,22.8333333333333,RHU
201910,Current Month,NHS,RHU04,Petersfield Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_100,General Surgery,4070,3318,0.815233415233415,6.9429347826087,25.9828571428571,RHU
201910,Current Month,NHS,RHU04,Petersfield Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_101,Urology,1982,1527,0.770433905146317,8.14948453608247,29.0533333333333,RHU
201910,Current Month,NHS,RHU04,Petersfield Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_110,Trauma & Orthopaedics,4137,3042,0.735315445975344,10.3504273504274,28.8731914893617,RHU
201910,Current Month,NHS,RHU04,Petersfield Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_120,"Ear, Nose & Throat (ENT)",4560,3654,0.801315789473684,8.91618497109827,23.4121212121212,RHU
201910,Current Month,NHS,RHU04,Petersfield Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_130,Ophthalmology,3720,3283,0.88252688172043,6.77692307692308,21.1953488372093,RHU
201910,Current Month,NHS,RHU04,Petersfield Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_140,Oral Surgery,1379,1189,0.862218999274837,7.85714285714286,21.3585185185185,RHU
201910,Current Month,NHS,RHU04,Petersfield Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_160,Plastic Surgery,268,216,0.805970149253731,8.46428571428571,26.512,RHU
201910,Current Month,NHS,RHU04,Petersfield Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_300,General Medicine,19,19,1,,,RHU
201910,Current Month,NHS,RHU04,Petersfield Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_301,Gastroenterology,2985,1880,0.629815745393635,12.8072289156627,37.1405405405405,RHU
201910,Current Month,NHS,RHU04,Petersfield Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_320,Cardiology,1302,1197,0.919354838709677,5.89864864864865,18.0494117647059,RHU
201910,Current Month,NHS,RHU04,Petersfield Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_330,Dermatology,3018,2746,0.90987408880053,6.5467032967033,18.5268965517241,RHU
201910,Current Month,NHS,RHU04,Petersfield Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_340,Thoracic Medicine,517,512,0.990328820116054,5.28125,13.665,RHU
201910,Current Month,NHS,RHU04,Petersfield Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_410,Rheumatology,452,451,0.997787610619469,3.03488372093023,8.98222222222223,RHU
201910,Current Month,NHS,RHU04,Petersfield Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_430,Geriatric Medicine,37,37,1,3.28571428571429,11.04,RHU
201910,Current Month,NHS,RHU04,Petersfield Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_502,Gynaecology,2947,2105,0.714285714285714,11.5308641975309,25.8918181818182,RHU
201910,Current Month,NHS,RHU04,Petersfield Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_999,Total,36043,29106,0.80753544377549,7.94235436893204,25.1948101265823,RHU
201910,Current Month,NHS,RHU04,Petersfield Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,X01,Other,4650,3930,0.845161290322581,7.34581497797357,22.8333333333333,RHU
201910,Current Month,NHS,RHU10,Gosport War Memorial Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_100,General Surgery,4070,3318,0.815233415233415,6.9429347826087,25.9828571428571,RHU
201910,Current Month,NHS,RHU10,Gosport War Memorial Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_101,Urology,1982,1527,0.770433905146317,8.14948453608247,29.0533333333333,RHU
201910,Current Month,NHS,RHU10,Gosport War Memorial Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_110,Trauma & Orthopaedics,4137,3042,0.735315445975344,10.3504273504274,28.8731914893617,RHU
201910,Current Month,NHS,RHU10,Gosport War Memorial Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_120,"Ear, Nose & Throat (ENT)",4560,3654,0.801315789473684,8.91618497109827,23.4121212121212,RHU
201910,Current Month,NHS,RHU10,Gosport War Memorial Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_130,Ophthalmology,3720,3283,0.88252688172043,6.77692307692308,21.1953488372093,RHU
201910,Current Month,NHS,RHU10,Gosport War Memorial Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_140,Oral Surgery,1379,1189,0.862218999274837,7.85714285714286,21.3585185185185,RHU
201910,Current Month,NHS,RHU10,Gosport War Memorial Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_160,Plastic Surgery,268,216,0.805970149253731,8.46428571428571,26.512,RHU
201910,Current Month,NHS,RHU10,Gosport War Memorial Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_300,General Medicine,19,19,1,,,RHU
201910,Current Month,NHS,RHU10,Gosport War Memorial Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_301,Gastroenterology,2985,1880,0.629815745393635,12.8072289156627,37.1405405405405,RHU
201910,Current Month,NHS,RHU10,Gosport War Memorial Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_320,Cardiology,1302,1197,0.919354838709677,5.89864864864865,18.0494117647059,RHU
201910,Current Month,NHS,RHU10,Gosport War Memorial Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_330,Dermatology,3018,2746,0.90987408880053,6.5467032967033,18.5268965517241,RHU
201910,Current Month,NHS,RHU10,Gosport War Memorial Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_340,Thoracic Medicine,517,512,0.990328820116054,5.28125,13.665,RHU
201910,Current Month,NHS,RHU10,Gosport War Memorial Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_410,Rheumatology,452,451,0.997787610619469,3.03488372093023,8.98222222222223,RHU
201910,Current Month,NHS,RHU10,Gosport War Memorial Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_430,Geriatric Medicine,37,37,1,3.28571428571429,11.04,RHU
201910,Current Month,NHS,RHU10,Gosport War Memorial Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_502,Gynaecology,2947,2105,0.714285714285714,11.5308641975309,25.8918181818182,RHU
201910,Current Month,NHS,RHU10,Gosport War Memorial Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,C_999,Total,36043,29106,0.80753544377549,7.94235436893204,25.1948101265823,RHU
201910,Current Month,NHS,RHU10,Gosport War Memorial Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,X01,Other,4650,3930,0.845161290322581,7.34581497797357,22.8333333333333,RHU
201910,Current Month,NHS,RHW01,Royal Berkshire Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_100,General Surgery,3077,2843,0.92395190120247,6.43915343915344,17.8678260869565,RHW
201910,Current Month,NHS,RHW01,Royal Berkshire Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_101,Urology,1657,1593,0.96137598068799,5.4453781512605,14.948,RHW
201910,Current Month,NHS,RHW01,Royal Berkshire Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,3402,3134,0.921222810111699,7.325,17.9579797979798,RHW
201910,Current Month,NHS,RHW01,Royal Berkshire Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",2331,1781,0.764049764049764,10.8275862068966,25.9808,RHW
201910,Current Month,NHS,RHW01,Royal Berkshire Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_130,Ophthalmology,6776,6100,0.900236127508855,8.64454277286136,20.4011214953271,RHW
201910,Current Month,NHS,RHW01,Royal Berkshire Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_140,Oral Surgery,572,533,0.931818181818182,12.4276315789474,17.8390476190476,RHW
201910,Current Month,NHS,RHW01,Royal Berkshire Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_160,Plastic Surgery,361,245,0.678670360110803,12.5263157894737,35.8533333333333,RHW
201910,Current Month,NHS,RHW01,Royal Berkshire Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_300,General Medicine,310,310,1,9.125,15.7466666666667,RHW
201910,Current Month,NHS,RHW01,Royal Berkshire Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_301,Gastroenterology,2269,2227,0.981489643014544,7.04878048780488,15.1273469387755,RHW
201910,Current Month,NHS,RHW01,Royal Berkshire Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_320,Cardiology,1552,1485,0.956829896907216,4.87795275590551,15.028,RHW
201910,Current Month,NHS,RHW01,Royal Berkshire Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_330,Dermatology,819,739,0.902319902319902,4.8,20.4133333333333,RHW
201910,Current Month,NHS,RHW01,Royal Berkshire Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_340,Thoracic Medicine,571,566,0.991243432574431,5.76595744680851,12.6657142857143,RHW
201910,Current Month,NHS,RHW01,Royal Berkshire Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_400,Neurology,1023,984,0.961876832844575,7.21666666666667,16.89,RHW
201910,Current Month,NHS,RHW01,Royal Berkshire Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_410,Rheumatology,931,931,1,7.70175438596491,16.0140540540541,RHW
201910,Current Month,NHS,RHW01,Royal Berkshire Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_430,Geriatric Medicine,63,63,1,8,13.6533333333333,RHW
201910,Current Month,NHS,RHW01,Royal Berkshire Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_502,Gynaecology,1138,1079,0.948154657293497,4.18055555555556,16.5369230769231,RHW
201910,Current Month,NHS,RHW01,Royal Berkshire Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_999,Total,29965,27689,0.924044718838645,7.24818401937046,17.8555423122765,RHW
201910,Current Month,NHS,RHW01,Royal Berkshire Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,X01,Other,3113,3076,0.988114359139094,6.77130044843049,15.833,RHW
201910,Current Month,NHS,RHW03,"Prince Charles Eye Unit, King Edward VII Hospital ",RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_100,General Surgery,3077,2843,0.92395190120247,6.43915343915344,17.8678260869565,RHW
201910,Current Month,NHS,RHW03,"Prince Charles Eye Unit, King Edward VII Hospital ",RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_101,Urology,1657,1593,0.96137598068799,5.4453781512605,14.948,RHW
201910,Current Month,NHS,RHW03,"Prince Charles Eye Unit, King Edward VII Hospital ",RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,3402,3134,0.921222810111699,7.325,17.9579797979798,RHW
201910,Current Month,NHS,RHW03,"Prince Charles Eye Unit, King Edward VII Hospital ",RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",2331,1781,0.764049764049764,10.8275862068966,25.9808,RHW
201910,Current Month,NHS,RHW03,"Prince Charles Eye Unit, King Edward VII Hospital ",RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_130,Ophthalmology,6776,6100,0.900236127508855,8.64454277286136,20.4011214953271,RHW
201910,Current Month,NHS,RHW03,"Prince Charles Eye Unit, King Edward VII Hospital ",RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_140,Oral Surgery,572,533,0.931818181818182,12.4276315789474,17.8390476190476,RHW
201910,Current Month,NHS,RHW03,"Prince Charles Eye Unit, King Edward VII Hospital ",RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_160,Plastic Surgery,361,245,0.678670360110803,12.5263157894737,35.8533333333333,RHW
201910,Current Month,NHS,RHW03,"Prince Charles Eye Unit, King Edward VII Hospital ",RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_300,General Medicine,310,310,1,9.125,15.7466666666667,RHW
201910,Current Month,NHS,RHW03,"Prince Charles Eye Unit, King Edward VII Hospital ",RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_301,Gastroenterology,2269,2227,0.981489643014544,7.04878048780488,15.1273469387755,RHW
201910,Current Month,NHS,RHW03,"Prince Charles Eye Unit, King Edward VII Hospital ",RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_320,Cardiology,1552,1485,0.956829896907216,4.87795275590551,15.028,RHW
201910,Current Month,NHS,RHW03,"Prince Charles Eye Unit, King Edward VII Hospital ",RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_330,Dermatology,819,739,0.902319902319902,4.8,20.4133333333333,RHW
201910,Current Month,NHS,RHW03,"Prince Charles Eye Unit, King Edward VII Hospital ",RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_340,Thoracic Medicine,571,566,0.991243432574431,5.76595744680851,12.6657142857143,RHW
201910,Current Month,NHS,RHW03,"Prince Charles Eye Unit, King Edward VII Hospital ",RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_400,Neurology,1023,984,0.961876832844575,7.21666666666667,16.89,RHW
201910,Current Month,NHS,RHW03,"Prince Charles Eye Unit, King Edward VII Hospital ",RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_410,Rheumatology,931,931,1,7.70175438596491,16.0140540540541,RHW
201910,Current Month,NHS,RHW03,"Prince Charles Eye Unit, King Edward VII Hospital ",RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_430,Geriatric Medicine,63,63,1,8,13.6533333333333,RHW
201910,Current Month,NHS,RHW03,"Prince Charles Eye Unit, King Edward VII Hospital ",RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_502,Gynaecology,1138,1079,0.948154657293497,4.18055555555556,16.5369230769231,RHW
201910,Current Month,NHS,RHW03,"Prince Charles Eye Unit, King Edward VII Hospital ",RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_999,Total,29965,27689,0.924044718838645,7.24818401937046,17.8555423122765,RHW
201910,Current Month,NHS,RHW03,"Prince Charles Eye Unit, King Edward VII Hospital ",RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,X01,Other,3113,3076,0.988114359139094,6.77130044843049,15.833,RHW
201910,Current Month,NHS,RHW05,West Berkshire Community Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_100,General Surgery,3077,2843,0.92395190120247,6.43915343915344,17.8678260869565,RHW
201910,Current Month,NHS,RHW05,West Berkshire Community Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_101,Urology,1657,1593,0.96137598068799,5.4453781512605,14.948,RHW
201910,Current Month,NHS,RHW05,West Berkshire Community Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,3402,3134,0.921222810111699,7.325,17.9579797979798,RHW
201910,Current Month,NHS,RHW05,West Berkshire Community Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",2331,1781,0.764049764049764,10.8275862068966,25.9808,RHW
201910,Current Month,NHS,RHW05,West Berkshire Community Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_130,Ophthalmology,6776,6100,0.900236127508855,8.64454277286136,20.4011214953271,RHW
201910,Current Month,NHS,RHW05,West Berkshire Community Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_140,Oral Surgery,572,533,0.931818181818182,12.4276315789474,17.8390476190476,RHW
201910,Current Month,NHS,RHW05,West Berkshire Community Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_160,Plastic Surgery,361,245,0.678670360110803,12.5263157894737,35.8533333333333,RHW
201910,Current Month,NHS,RHW05,West Berkshire Community Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_300,General Medicine,310,310,1,9.125,15.7466666666667,RHW
201910,Current Month,NHS,RHW05,West Berkshire Community Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_301,Gastroenterology,2269,2227,0.981489643014544,7.04878048780488,15.1273469387755,RHW
201910,Current Month,NHS,RHW05,West Berkshire Community Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_320,Cardiology,1552,1485,0.956829896907216,4.87795275590551,15.028,RHW
201910,Current Month,NHS,RHW05,West Berkshire Community Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_330,Dermatology,819,739,0.902319902319902,4.8,20.4133333333333,RHW
201910,Current Month,NHS,RHW05,West Berkshire Community Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_340,Thoracic Medicine,571,566,0.991243432574431,5.76595744680851,12.6657142857143,RHW
201910,Current Month,NHS,RHW05,West Berkshire Community Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_400,Neurology,1023,984,0.961876832844575,7.21666666666667,16.89,RHW
201910,Current Month,NHS,RHW05,West Berkshire Community Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_410,Rheumatology,931,931,1,7.70175438596491,16.0140540540541,RHW
201910,Current Month,NHS,RHW05,West Berkshire Community Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_430,Geriatric Medicine,63,63,1,8,13.6533333333333,RHW
201910,Current Month,NHS,RHW05,West Berkshire Community Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_502,Gynaecology,1138,1079,0.948154657293497,4.18055555555556,16.5369230769231,RHW
201910,Current Month,NHS,RHW05,West Berkshire Community Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,C_999,Total,29965,27689,0.924044718838645,7.24818401937046,17.8555423122765,RHW
201910,Current Month,NHS,RHW05,West Berkshire Community Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,X01,Other,3113,3076,0.988114359139094,6.77130044843049,15.833,RHW
201910,Current Month,NHS,RJ121,Guy's Hospital ,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_100,General Surgery,815,520,0.638036809815951,12.64,38.6857142857143,RJ1
201910,Current Month,NHS,RJ121,Guy's Hospital ,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_101,Urology,3364,2977,0.884958382877527,8.28698224852071,19.9471186440678,RJ1
201910,Current Month,NHS,RJ121,Guy's Hospital ,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,3270,2742,0.838532110091743,7.92068965517241,22.8909090909091,RJ1
201910,Current Month,NHS,RJ121,Guy's Hospital ,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",5838,4488,0.768756423432682,10.6659482758621,26.6606451612903,RJ1
201910,Current Month,NHS,RJ121,Guy's Hospital ,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_130,Ophthalmology,2989,2831,0.947139511542322,5.83510638297872,16.0847058823529,RJ1
201910,Current Month,NHS,RJ121,Guy's Hospital ,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_140,Oral Surgery,4695,4327,0.921618743343983,6.14886731391586,17.9116279069768,RJ1
