Year,Location ID,Location Name,PLACE Trust Code,Place Trust Name,Commissioning Region,Site Code,Site Name,Organisation Type,NHS or Independent,PLACE Site Type,% Cleanliness,% Food & Hydration,"% Privacy, Dignity & Wellbeing","% Condition, Appearance & Maintainance",% Dementia Domain,% Disability Domain,CLN Actual Score,CLN Max Score,Food Actual Score,Food Max Score,Org Food Actual Score,Org Food Max Score,Ward Food Actual Score,Ward Food Max Score,PDW Actual Score,PDW Max Score,CAM Actual Score,CAM Max Score,DEM Actual Score,DEM Max Score,DIS Actual Score,DIS Max Score
2018,1-128758653,BMI The Clementine Churchill Hospital ,NT4,BMI HEALTHCARE,LONDON,NT411,BMI CLEMENTINE CHURCHILL HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,98.95,90.97,65.22,88.1,54.39,72.91,659,666,243.18,267.31,108.96,116.59,134.21,150.72,60,92,333,378,142.97,262.86,141.72,194.37
2018,1-128758675,BMI The Chaucer Hospital ,NT4,BMI HEALTHCARE,SOUTH OF ENGLAND,NT408,BMI CHAUCER HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,95.75,96.41,91.67,84.67,86.02,84.41,766,800,216.55,224.62,110.52,118.59,106.03,106.03,66,72,381,450,196.86,228.86,135.37,160.37
2018,1-128758696,BMI The Droitwich Spa Hospital ,NT4,BMI HEALTHCARE,MIDLANDS AND EAST OF ENGLAND,NT412,BMI DROITWICH SPA HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,100,93.59,93.06,97.7,94.09,91.89,502,502,175.68,187.71,100.77,112.81,74.91,74.91,67,72,297,304,191.08,203.08,160.43,174.59
2018,1-128766718,BMI The Duchy Hospital ,NT4,BMI HEALTHCARE,NORTH OF ENGLAND,NT447,BMI DUCHY HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,100,91.68,77.77,95.55,72.55,82.04,682,682,225.5,245.97,108.84,112.81,116.66,133.16,79.33,102,365,382,199.58,275.08,166.2,202.59
2018,1-128766738,BMI Fawkham Manor Hospital ,NT4,BMI HEALTHCARE,SOUTH OF ENGLAND,NT414,BMI FAWKHAM MANOR HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,98.68,96.58,87.5,90.83,83.8,86.78,450,456,184.74,191.28,110.05,114.59,74.69,76.69,56,64,218,240,144.86,172.86,116.61,134.37
2018,1-128766778,BMI Hendon Hospital ,NT4,BMI HEALTHCARE,LONDON,NT416,BMI GARDEN HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,94.64,72.71,70.37,89.26,72.93,74.88,371,392,128.07,176.15,82.12,111.03,45.95,65.13,38,54,241,270,124.6,170.86,112.6,150.37
2018,1-128766799,BMI Goring Hall Hospital ,NT4,BMI HEALTHCARE,SOUTH OF ENGLAND,NT417,BMI GORING HALL HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,85.85,96.32,85.53,72.7,69.71,65.84,352,410,208.86,216.84,110.6,118.59,98.25,98.25,65,76,205,282,141.41,202.86,112.17,170.37
2018,1-128766820,BMI The Hampshire Clinic ,NT4,BMI HEALTHCARE,SOUTH OF ENGLAND,NT418,BMI HAMPSHIRE CLINIC,INDEPENDENT SECTOR,IND,Acute/Specialist,99.64,98.78,94.67,99.01,92.1,97.73,819,822,383.31,388.03,112.81,112.81,270.5,275.23,94.67,100,400,404,233.08,253.08,172.59,176.59
2018,1-128766841,BMI The Harbour Hospital ,NT4,BMI HEALTHCARE,SOUTH OF ENGLAND,NT419,BMI HARBOUR HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,100,96.62,93.1,95.13,79.82,82.41,502,502,145.5,150.59,109.5,114.59,36,36,54,58,293,308,144.36,180.86,127.22,154.37
2018,1-128766884,BMI The Huddersfield Hospital ,NT4,BMI HEALTHCARE,NORTH OF ENGLAND,NT448,BMI HUDDERSFIELD HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,99.38,98.65,76.92,89.66,89.21,89.92,318,320,202.3,205.06,115.83,116.59,86.47,88.47,40,52,208,232,148.86,166.86,131.61,146.37
2018,1-128766906,BMI The Kings Oak Hospital ,NT4,BMI HEALTHCARE,LONDON,NT421,BMI KINGS OAK HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,98.22,97.18,88.89,88.19,69.24,76.91,497,506,199.5,205.28,111.03,114.81,88.47,90.47,64,72,254,288,135.08,195.08,126.59,164.59
2018,1-128766928,BMI The Lancaster Hospital ,NT4,BMI HEALTHCARE,NORTH OF ENGLAND,NT449,BMI LANCASTER HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,100,96.81,87.1,87.59,92.22,84.35,560,560,217.45,224.62,105.13,110.81,112.32,113.82,54,62,233,266,71.08,77.08,105.09,124.59
2018,1-128766946,BMI The Lincoln Hospital ,NT4,BMI HEALTHCARE,MIDLANDS AND EAST OF ENGLAND,NT450,BMI LINCOLN HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,99.41,91.22,86.36,91.84,78.55,84.52,509,512,187.05,205.06,105.97,118.59,81.08,86.47,38,44,270,294,137.36,174.86,130.47,154.37
2018,1-128767023,BMI The Meriden Hospital ,NT4,BMI HEALTHCARE,MIDLANDS AND EAST OF ENGLAND,NT424,BMI MERIDEN HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,100,98.19,90.91,99.17,89.06,93.21,478,478,195.68,199.28,113.94,116.59,81.74,82.69,40,44,240,242,162.86,182.86,147.61,158.37
2018,1-128767043,BMI Mount Alvernia Hospital ,NT4,BMI HEALTHCARE,LONDON,NT455,BMI MOUNT ALVERNIA HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,99.64,94.13,97.14,95.18,90.79,86.93,556,558,172.08,182.81,104.08,112.81,68,70,68,70,316,332,197.08,217.08,163.94,188.59
2018,1-128767084,BMI The Park Hospital ,NT4,BMI HEALTHCARE,MIDLANDS AND EAST OF ENGLAND,NT427,BMI PARK HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,99.8,91.92,94.59,91.84,86.54,88.59,499,500,193.81,210.84,107.18,114.59,86.63,96.25,70,74,270,294,192.86,222.86,154.48,174.37
2018,1-128767105,BMI The Princess Margaret Hospital ,NT4,BMI HEALTHCARE,SOUTH OF ENGLAND,NT428,BMI PRINCESS MARGARET HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,99.57,91.71,87.9,93.46,90.42,84.63,1163,1168,249.81,272.4,108.72,114.81,141.09,157.6,109,124,486,520,283.08,313.08,196.83,232.59
2018,1-128767127,BMI The Priory Hospital ,NT4,BMI HEALTHCARE,MIDLANDS AND EAST OF ENGLAND,NT429,BMI PRIORY HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,98,95.89,85.94,90.3,78.37,83.14,1127,1150,235.87,245.97,110,116.59,125.88,129.38,110,128,475,526,237.36,302.86,178.22,214.37
2018,1-128767148,BMI The Ridgeway Hospital ,NT4,BMI HEALTHCARE,SOUTH OF ENGLAND,NT430,BMI RIDGEWAY HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,100,87.77,91.36,94.06,67.56,75.95,742,742,195.39,222.62,98.69,116.59,96.7,106.03,98.67,108,380,404,88.41,130.86,118.76,156.37
2018,1-128767190,BMI The Sandringham Hospital ,NT4,BMI HEALTHCARE,MIDLANDS AND EAST OF ENGLAND,NT432,BMI SANDRINGHAM HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,99.03,89.66,68.52,94.92,83.89,88.63,408,412,185.66,207.06,101.75,110.81,83.92,96.25,37,54,224,236,153.58,183.08,142.33,160.59
2018,1-128767211,BMI Sarum Road Hospital ,NT4,BMI HEALTHCARE,SOUTH OF ENGLAND,NT433,BMI SARUM ROAD HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,99.24,94.47,82.26,92.59,78.1,79.77,1044,1052,223.13,236.18,102.76,110.81,120.38,125.38,102,124,487,526,221.08,283.08,183.94,230.59
2018,1-128767270,BMI The Shirley Oaks Hospital ,NT4,BMI HEALTHCARE,LONDON,NT436,BMI SHIRLEY OAKS HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,96.55,98.48,97.92,96.44,90.77,92.65,755,782,287.32,291.75,117.17,118.59,170.16,173.16,94,96,434,450,245.86,270.86,198.61,214.37
2018,1-128767290,BMI The Sloane Hospital ,NT4,BMI HEALTHCARE,LONDON,NT437,BMI SLOANE HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,99.88,93.34,82.43,92.71,78.79,78.48,851,852,202.61,217.06,94.3,103.24,108.32,113.82,61,74,356,384,191.36,242.86,154.11,196.37
2018,1-128767312,BMI The Somerfield Hospital ,NT4,BMI HEALTHCARE,SOUTH OF ENGLAND,NT438,BMI SOMERFIELD HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,100,95.2,89.66,94.48,83.97,88.67,532,532,150.98,158.59,107.2,114.81,43.78,43.78,52,58,274,290,175.56,209.08,145.94,164.59
2018,1-128767334,BMI The South Cheshire Hospital ,NT4,BMI HEALTHCARE,NORTH OF ENGLAND,NT439,BMI SOUTH CHESHIRE PRIVATE HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,99.81,88.27,94.12,90.31,60.69,70.77,533,534,167.27,189.5,97.87,116.59,69.41,72.91,64,68,233,258,117.04,192.86,103.58,146.37
2018,1-128767355,BMI St Edmunds Hospital ,NT4,BMI HEALTHCARE,MIDLANDS AND EAST OF ENGLAND,NT446,BMI ST EDMUNDS HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,99.35,95.74,96.67,84.78,95.29,86.68,308,310,211.23,220.62,113.64,116.59,97.59,104.03,58,60,195,230,80.86,84.86,100.87,116.37
2018,1-128767375,BMI Thornbury Hospital ,NT4,BMI HEALTHCARE,MIDLANDS AND EAST OF ENGLAND,NT440,BMI THORNBURY HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,99,92.66,89.19,89.58,74.86,76.03,396,400,199.88,215.71,104.76,116.59,95.13,99.13,66,74,258,288,148.86,198.86,134.1,176.37
2018,1-128767396,BMI The Winterbourne Hospital ,NT4,BMI HEALTHCARE,SOUTH OF ENGLAND,NT443,BMI WINTERBOURNE HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,100,93.42,97.5,97.06,95.11,93.34,820,820,180.76,193.5,106.8,118.59,73.96,74.91,78,80,396,408,229.08,240.86,175.83,188.37
2018,1-128767416,BMI Woodlands Hospital ,NT4,BMI HEALTHCARE,NORTH OF ENGLAND,NT457,BMI WOODLANDS,INDEPENDENT SECTOR,IND,Acute/Specialist,100,90.87,94.23,95,0,83.55,738,738,170.39,187.5,101.48,116.59,68.91,70.91,98,104,380,400,0,0,115.61,138.37
2018,1-129783078,Spire Alexandra Hospital ,NT3,SPIRE HEALTHCARE,SOUTH OF ENGLAND,NT312,SPIRE ALEXANDRA HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,98.75,95.02,91.67,94.06,87.29,88.89,551,558,189.35,199.28,113.94,116.59,75.41,82.69,66,72,269,286,161.36,184.86,146.11,164.37
2018,1-129783097,Spire Bristol Hospital ,NT3,SPIRE HEALTHCARE,SOUTH OF ENGLAND,NT302,SPIRE BRISTOL HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,100,95.68,89.8,97.34,89.09,90.22,718,718,227.9,238.18,104.52,112.81,123.38,125.38,88,98,403,414,245.08,275.08,184.59,204.59
2018,1-129798115,Spire Bushey Hospital ,NT3,SPIRE HEALTHCARE,MIDLANDS AND EAST OF ENGLAND,NT315,SPIRE BUSHEY HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,96.54,98.98,91.67,98.53,89.52,94.13,1031,1068,183.82,185.71,112.81,112.81,71.02,72.91,110,120,605,614,128.08,143.08,192.59,204.59
2018,1-129798134,Spire Cambridge Lea Hospital ,NT3,SPIRE HEALTHCARE,MIDLANDS AND EAST OF ENGLAND,NT317,SPIRE CAMBRIDGE LEA HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,100,97.18,75,93.12,71.63,82.17,508,508,187.83,193.28,112.64,114.59,75.19,78.69,42,56,257,276,132.41,184.86,121.92,148.37
2018,1-129798153,Spire Cheshire Hospital ,NT3,SPIRE HEALTHCARE,NORTH OF ENGLAND,NT324,SPIRE CHESHIRE HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,100,97.1,84.78,95.07,81.01,88.2,560,560,165.21,170.15,111.86,112.81,53.34,57.34,78,92,270,284,145.08,179.08,134.59,152.59
2018,1-129798171,Spire Gatwick Park Hospital ,NT3,SPIRE HEALTHCARE,SOUTH OF ENGLAND,NT308,SPIRE GATWICK PARK HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,95.32,94.34,86.27,91.98,76.91,82.64,448,470,226.58,240.18,105.54,112.81,121.04,127.38,88,102,298,324,171.58,223.08,147.58,178.59
2018,1-129798190,Spire Harpenden Hospital ,NT3,SPIRE HEALTHCARE,MIDLANDS AND EAST OF ENGLAND,NT316,SPIRE HARPENDEN HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,100,97.31,90.91,97.63,88.69,87.63,1048,1048,209.07,214.84,112.32,116.59,96.75,98.25,100,110,494,506,231.36,260.86,182.6,208.37
2018,1-129798228,Spire Leeds Hospital ,NT3,SPIRE HEALTHCARE,NORTH OF ENGLAND,NT332,SPIRE LEEDS HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,99.51,98.14,88.64,97.1,86.81,92.68,406,408,226.12,230.4,112.3,116.59,113.82,113.82,78,88,268,276,209.08,240.86,174.59,188.37
2018,1-129798247,Spire Leicester Hospital ,NT3,SPIRE HEALTHCARE,MIDLANDS AND EAST OF ENGLAND,NT322,SPIRE LEICESTER HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,99.15,99.02,95.38,96.82,89.22,93.31,934,942,303.21,306.22,115.08,116.59,188.13,189.63,124,130,517,534,277.36,310.86,209.36,224.37
2018,1-129798265,Spire Little Aston Hospital ,NT3,SPIRE HEALTHCARE,MIDLANDS AND EAST OF ENGLAND,NT321,SPIRE LITTLE ASTON HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,99.65,98.91,97.78,99.14,98.47,96.91,863,866,181.71,183.71,116.59,116.59,65.13,67.13,88,90,462,466,256.86,260.86,188.37,194.37
2018,1-129798303,Spire Murrayfield Hospital ,NT3,SPIRE HEALTHCARE,NORTH OF ENGLAND,NT325,SPIRE MURRAYFIELD HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,98.68,95.95,86.36,97.55,84.37,92.17,523,530,193.13,201.28,106.16,110.81,86.97,90.47,57,66,279,286,164.58,195.08,144.33,156.59
2018,1-129798322,Spire Norwich Hospital ,NT3,SPIRE HEALTHCARE,SOUTH OF ENGLAND,NT318,SPIRE NORWICH HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,91.51,96.17,91.43,95.33,89.43,92.35,668,730,288.92,300.44,101.29,110.81,187.63,189.63,64,70,429,450,203.08,227.08,163.08,176.59
2018,1-129798341,Spire Parkway Hospital ,NT3,SPIRE HEALTHCARE,MIDLANDS AND EAST OF ENGLAND,NT320,SPIRE PARKWAY HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,99.4,95.43,59.57,90.41,64.2,67.84,664,668,175.31,183.71,106.4,112.81,68.91,70.91,56,94,396,438,138.08,215.08,117.08,172.59
2018,1-129798357,Spire Portsmouth Hospital ,NT3,SPIRE HEALTHCARE,SOUTH OF ENGLAND,NT305,SPIRE PORTSMOUTH HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,99.81,95.7,87.5,90.63,84.46,82.29,519,520,187.09,195.5,104.4,112.81,82.69,82.69,56,64,232,256,163.08,193.08,137.08,166.59
2018,1-129798374,Spire London East Hospital ,NT3,SPIRE HEALTHCARE,LONDON,NT314,SPIRE LONDON EAST HOSPITAL (FORMERLY SPIRE RODING HOSPITAL),INDEPENDENT SECTOR,IND,Acute/Specialist,99.56,89.14,85.07,90.63,58.16,68.03,681,684,257.5,288.87,95.77,114.81,161.73,174.07,81.67,96,348,384,139.06,239.08,125.58,184.59
2018,1-129798393,Spire South Bank Hospital ,NT3,SPIRE HEALTHCARE,MIDLANDS AND EAST OF ENGLAND,NT301,SPIRE SOUTHBANK HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,100,96,77.96,94.46,88.1,83.97,1352,1352,282.83,294.62,109.29,116.59,173.53,178.03,145,186,580,614,462.41,524.86,319.41,380.37
2018,1-129798412,Spire Southampton Hospital ,NT3,SPIRE HEALTHCARE,SOUTH OF ENGLAND,NT304,SPIRE SOUTHAMPTON HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,100,96.35,88.57,87.82,47.76,63.63,506,506,272.97,283.31,103.46,103.46,169.51,179.85,62,70,209,238,84.58,177.08,97.09,152.59
2018,1-129798431,Spire Sussex Hospital ,NT3,SPIRE HEALTHCARE,SOUTH OF ENGLAND,NT309,SPIRE SUSSEX HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,100,94.67,92.31,96.85,91.81,92.82,560,560,254.95,269.31,103.73,116.59,151.22,152.72,48,52,277,286,151.36,164.86,122.87,132.37
2018,1-129798450,Spire Tunbridge Wells Hospital ,NT3,SPIRE HEALTHCARE,SOUTH OF ENGLAND,NT310,SPIRE TUNBRIDGE WELLS HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,99.27,98.98,80,98.26,81.68,88.95,542,546,235.74,238.18,115.64,116.59,120.1,121.6,48,60,283,288,149.36,182.86,140.87,158.37
2018,1-129798468,Spire Washington Hospital ,NT3,SPIRE HEALTHCARE,NORTH OF ENGLAND,NT333,SPIRE WASHINGTON HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,99.41,95.82,84.44,95.64,81.33,90.41,837,842,218.85,228.4,108.54,114.59,110.32,113.82,76,90,373,390,163.36,200.86,148.6,164.37
2018,1-129798487,Spire Wellesley Hospital ,NT3,SPIRE HEALTHCARE,SOUTH OF ENGLAND,NT313,SPIRE WELLESLEY HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,99.34,97.04,80,84.27,65.46,67.15,453,456,229.18,236.18,114.59,116.59,114.6,119.6,72,90,209,248,128.86,196.86,110.37,164.37
2018,1-1382018165,St Anthony's Hospital ,NT3,SPIRE HEALTHCARE,SOUTH OF ENGLAND,NT3X3,SPIRE ST ANTHONY'S HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,99.75,94.91,85.19,93.78,64.86,74.33,804,806,345.05,363.56,102.08,116.59,242.97,246.97,92,108,422,450,180.86,278.86,157.86,212.37
2018,1-138502307,Park Hill Hospital ,NVC,RAMSAY HEALTH CARE UK,NORTH OF ENGLAND,NVC14,PARK HILL HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,100,97.22,79.17,95.16,86.27,86.32,378,378,199.36,205.06,112.89,116.59,86.47,88.47,38,48,236,248,150.86,174.86,143.61,166.37
2018,1-139938540,Holy Cross Hospital ,NM5,DAUGHTERS OF THE CROSS OF LIEGE,SOUTH OF ENGLAND,NM501,HOLY CROSS HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,100,96.11,93.62,97.2,92.76,90.93,866,866,199,207.06,108.53,116.59,90.47,90.47,88,94,416,428,76.86,82.86,120.37,132.37
2018,1-149210468,Peninsula NHS Treatment Centre ,NTP,CARE UK PLC,SOUTH OF ENGLAND,NTPH5,PENINSULA TREATMENT CENTRE,INDEPENDENT SECTOR,IND,Acute/Specialist,100,95.49,97.14,99.69,93.9,97.14,506,506,244.21,255.75,108,118.59,136.21,137.16,68,70,319,320,184.86,196.86,161.61,166.37
2018,1-1512006286,Woodthorpe Hospital ,NVC,RAMSAY HEALTH CARE UK,MIDLANDS AND EAST OF ENGLAND,NVC40,NOTTINGHAM WOODTHORPE HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,99.88,96.54,95,98.73,0,100,865,866,247.73,256.62,113.7,118.59,134.03,138.03,76,80,468,474,0,0,152.37,152.37
2018,1-1890528285,The Holly Private Hospital ,NYW,ASPEN HEALTHCARE LIMITED,LONDON,NYW01,THE HOLLY,INDEPENDENT SECTOR,IND,Acute/Specialist,99.61,95.84,90.65,97.44,86.47,95.26,1032,1036,183.54,191.5,113.08,116.59,70.46,74.91,148.67,164,610,626,367.36,424.86,301.36,316.37
2018,1-1890546867,Highgate Hospital ,NYW,ASPEN HEALTHCARE LIMITED,LONDON,NYW03,HIGHGATE HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,98.17,92.03,92.5,94.66,82.54,83.5,803,818,185.24,201.28,106.55,118.59,78.69,82.69,74,80,443,468,202.1,244.86,163.97,196.37
2018,1-1890547068,Parkside Hospital ,NYW,ASPEN HEALTHCARE LIMITED,LONDON,NYW02,PARKSIDE HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,100,97.21,87.36,99.23,95.49,91.02,1534,1534,207.97,213.93,112.63,118.59,95.34,95.34,152,174,770,776,461.08,482.86,317.08,348.37
2018,1-1890547130,Parkside Hospital at Putney ,NYW,ASPEN HEALTHCARE LIMITED,LONDON,NYW02,PARKSIDE HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,100,97.21,87.36,99.23,95.49,91.02,1534,1534,207.97,213.93,112.63,118.59,95.34,95.34,152,174,770,776,461.08,482.86,317.08,348.37
2018,1-1890547322,Claremont Hospital ,NYW,ASPEN HEALTHCARE LIMITED,NORTH OF ENGLAND,NYW04,CLAREMONT HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,99.27,96.36,90,98.2,81.68,91.74,409,412,192.02,199.28,114.83,118.59,77.19,80.69,72,80,218,222,149.36,182.86,136.11,148.37
2018,1-197177428,Cancer Centre London LLP ,NYW,ASPEN HEALTHCARE LIMITED,LONDON,NYW02,PARKSIDE HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,100,97.21,87.36,99.23,95.49,91.02,1534,1534,207.97,213.93,112.63,118.59,95.34,95.34,152,174,770,776,461.08,482.86,317.08,348.37
2018,1-2079393249,BMI Three Shires Hospital ,NT4,BMI HEALTHCARE,MIDLANDS AND EAST OF ENGLAND,NT441,BMI THREE SHIRES HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,99.57,91.31,73.53,91.84,64.21,75.13,458,460,173.03,189.5,105.01,114.59,68.02,74.91,50,68,270,294,114.84,178.86,115.98,154.37
2018,1-221399033,St Mary's NHS Treatment Centre ,NTP,CARE UK PLC,SOUTH OF ENGLAND,NTPAD,ST. MARY'S NHS TREATMENT CENTRE,INDEPENDENT SECTOR,IND,Treatment Centre without in-patient facilities,100,0,90.18,98.55,88.51,95.65,554,554,0,0,0,0,0,0,50.5,56,272,276,154,174,132,138
2018,1-2254088615,Southampton NHS Treatment Centre ,NTP,CARE UK PLC,SOUTH OF ENGLAND,NTP11,SOUTHAMPTON NHS TREATMENT CENTRE,INDEPENDENT SECTOR,IND,Acute/Specialist,99.02,89.87,98.81,96.5,83.67,85.13,507,512,193.08,214.84,110.33,118.59,82.75,96.25,83,84,276,286,161.36,192.86,133.11,156.37
2018,1-238946688,Barlborough NHS Treatment Centre ,NTP,CARE UK PLC,MIDLANDS AND EAST OF ENGLAND,NTP13,BARLBOROUGH NHS TREATMENT CENTRE,INDEPENDENT SECTOR,IND,Treatment Centre with in-patient facilities,99.81,95.85,79.31,96.62,93.42,92.77,529,530,195.06,203.5,98.31,105.24,96.75,98.25,46,58,286,296,163.36,174.86,130.22,140.37
2018,1-2444342125,One Ashford Hospital ,AVQ,ONE HEALTHCARE,SOUTH OF ENGLAND,AVQ01,ONE ASHFORD HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,100,88.06,72.73,93.75,63.82,67.48,694,694,394.76,448.29,103.58,118.59,291.18,329.7,64,88,390,416,138.41,216.86,110.92,164.37
2018,1-2745185984,Spire Methley Park Hospital ,NT3,SPIRE HEALTHCARE,NORTH OF ENGLAND,NT350,SPIRE METHLEY PARK HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,99.82,96.3,84.85,95.42,91.9,91.16,559,560,221.87,230.4,112.05,118.59,109.82,111.82,56,66,229,240,158.86,172.86,131.61,144.37
2018,1-2745284068,Spire Dunedin Hospital ,NT3,SPIRE HEALTHCARE,SOUTH OF ENGLAND,NT344,SPIRE DUNEDIN HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,98.38,95.29,91.89,90.25,78.65,84.59,730,742,197.3,207.06,109.05,112.81,88.25,94.25,136,148,435,482,243.08,309.08,201.83,238.59
2018,1-2745329906,Spire Regency Hospital ,NT3,SPIRE HEALTHCARE,NORTH OF ENGLAND,NT339,SPIRE REGENCY HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,97.41,97.78,75.86,95.94,80.36,88.02,639,656,253.77,259.53,111.05,112.81,142.72,146.72,44,58,378,394,139.08,173.08,137.83,156.59
2018,1-2745411269,Spire Liverpool Hospital ,NT3,SPIRE HEALTHCARE,NORTH OF ENGLAND,NT337,SPIRE LIVERPOOL HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,97.88,82.52,81.25,89.84,72.7,72.93,783,800,143.53,173.93,89.13,114.59,54.4,59.34,78,96,327,364,207.08,284.86,153.43,210.37
2018,1-2745569338,Spire Thames Valley Hospital ,NT3,SPIRE HEALTHCARE,SOUTH OF ENGLAND,NT343,SPIRE THAMES VALLEY HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,99.73,97.71,83.87,97.81,93.33,89.18,365,366,160.61,164.37,103.27,107.03,57.34,57.34,52,62,223,228,153.86,164.86,121.61,136.37
2018,1-2745570008,Spire Hull & East Riding Hospital ,NT3,SPIRE HEALTHCARE,NORTH OF ENGLAND,NT351,SPIRE HULL AND ER HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,94.68,97.27,85,95.16,72.47,79.2,409,432,193.83,199.28,109.36,112.81,84.47,86.47,68,80,236,248,121.08,167.08,106.59,134.59
2018,1-2745680450,Spire Hesslewood Clinic ,NT3,SPIRE HEALTHCARE,NORTH OF ENGLAND,NT3X2,SPIRE HESSLEWOOD CLINIC,INDEPENDENT SECTOR,IND,Treatment Centre without in-patient facilities,97.27,0,85.71,100,87.5,90.48,107,110,0,0,0,0,0,0,24,28,80,80,42,48,38,42
2018,1-2745680580,Spire Elland Hospital Including Longlands Consulting Rooms ,NT3,SPIRE HEALTHCARE,NORTH OF ENGLAND,NT348,SPIRE ELLAND HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,97.95,96.3,89.66,93.84,82.76,83.15,382,390,189.98,197.28,107.29,114.59,82.69,82.69,52,58,259,276,148.02,178.86,130.02,156.37
2018,1-2745681065,Spire Fylde Coast Hospital ,NT3,SPIRE HEALTHCARE,NORTH OF ENGLAND,NT347,SPIRE FYLDE COAST HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,100,93.82,88.46,100,91.17,96.52,518,518,289.17,308.22,99.04,116.59,190.13,191.63,46,52,268,268,139.36,152.86,118.11,122.37
2018,1-297652203,Plym Bridge House ,NR5,LIVEWELL SOUTHWEST,SOUTH OF ENGLAND,NR535,PLYMBRIDGE HOUSE,INDEPENDENT SECTOR,IND,Mental Health Only,100,94.84,95,97.01,0,86.43,436,436,188.46,198.72,104.79,115.05,83.67,83.67,66.5,70,260,268,0,0,70,80.99
